Community,Feature_1,Feature_2,Feature_3,Feature_4
997,5,5,0.02,0.38
998,8,5,0.0,0.31
999,6,5,0.08,1.0
1000,34,6,0.02,0.64
1001,55,6,0.08,0.45
1002,1,6,0.02,0.45
1003,6,6,0.07,0.24
1004,53,6,0.07,0.34
1005,37,6,0.2,0.33
1006,6,6,0.01,0.71
1007,39,6,0.28,0.36
1008,39,6,0.03,0.49
1009,44,6,0.03,0.37
1010,51,6,0.01,0.6
1011,48,6,0.01,0.52
1012,6,6,0.04,0.84
1013,9,6,0.03,0.44
1014,25,6,0.01,0.56
1015,6,6,0.01,0.24
1016,37,6,0.05,0.3
1017,39,6,0.02,0.43
1018,6,6,0.06,0.58
1019,6,6,0.17,0.32
1020,42,6,0.03,0.33
1021,22,6,0.04,0.55
1022,49,6,0.0,0.4
1023,6,6,0.08,0.49
1024,55,6,0.0,0.49
1025,56,6,0.0,0.65
1026,45,6,0.02,0.4
1027,18,6,0.01,0.44
1028,25,6,0.0,0.66
1029,29,6,0.09,0.45
1030,48,6,0.81,0.73
1031,48,6,0.02,0.55
1032,25,6,0.01,0.59
1033,34,6,0.04,0.07
1034,8,6,0.07,0.43
1035,48,6,0.0,1.0
1036,34,6,0.03,0.7
1037,34,6,0.0,0.46
1038,25,6,0.09,0.41
1039,6,6,0.01,0.36
1040,47,6,0.0,0.44
1041,37,6,0.01,0.3
1042,12,6,0.1,0.23
1043,55,6,0.0,0.37
1044,34,6,0.01,0.49
1045,11,6,0.96,0.32
1046,42,6,0.0,0.3
1047,55,6,0.0,0.42
1048,6,6,0.03,0.29
1049,42,6,0.03,0.47
1050,54,6,0.0,0.37
1051,55,6,0.29,0.34
1052,28,6,0.03,0.44
1053,42,6,0.0,0.47
1054,21,6,0.01,0.41
1055,12,6,0.01,0.41
1056,6,6,0.16,0.5
1057,6,6,0.1,0.43
1058,29,6,0.01,0.42
1059,6,6,0.2,0.53
1060,6,6,0.02,0.2
1061,6,6,1.0,0.69
1062,25,6,0.12,0.52
1063,55,6,0.01,0.18
1064,40,6,0.01,0.4
1065,6,6,0.01,0.46
1066,48,6,0.0,0.93
1067,37,6,0.05,0.41
1068,6,6,0.0,0.54
1069,39,6,0.0,0.3
1070,49,6,0.24,0.31
1071,12,6,0.01,0.03
1072,41,6,0.06,0.39
1073,6,6,0.14,0.69
1074,6,6,0.03,0.72
1075,12,6,0.01,0.39
1076,18,6,0.0,0.44
1077,9,6,0.02,0.36
1078,1,6,0.01,0.37
1079,39,6,0.03,0.33
1080,25,6,0.01,0.35
1081,39,6,0.0,0.32
1082,18,6,0.08,0.56
1083,49,6,0.0,1.0
1084,25,6,0.01,0.38
1085,45,6,0.0,0.65
1086,21,6,0.05,0.38
1087,8,6,0.12,0.31
1088,34,6,0.03,0.53
1089,55,6,0.09,0.29
1090,39,6,0.01,0.58
1091,53,6,0.05,0.25
1092,34,6,0.07,0.58
1093,48,6,0.01,0.57
1094,34,6,0.01,0.47
1095,39,6,0.02,0.36
1096,51,6,0.01,0.29
1097,25,6,0.0,0.42
1098,53,6,0.0,0.36
1099,37,6,0.0,0.24
1100,48,6,1.0,0.55
1101,25,6,0.02,0.45
1102,34,6,0.03,0.64
1103,44,6,0.02,0.59
1104,42,6,0.0,0.37
1105,6,6,0.06,0.65
1106,42,6,0.01,0.24
1107,4,6,0.04,0.53
1108,48,6,0.0,0.49
1109,22,6,0.14,0.41
1110,42,6,0.0,0.56
1111,5,6,0.01,0.57
1112,39,6,0.05,0.5
1113,39,6,0.01,0.45
1114,18,6,0.02,0.47
1115,9,6,0.02,0.43
1116,48,6,0.06,0.43
1117,40,6,0.01,0.35
1118,34,6,0.02,0.47
1119,18,6,0.01,0.44
1120,1,6,0.04,0.44
1121,6,6,0.26,0.56
1122,25,6,0.03,0.38
1123,40,6,0.11,0.36
1124,28,6,0.0,0.14
1125,34,6,0.01,0.39
1126,13,6,0.0,0.48
1127,6,6,0.09,0.23
1128,34,6,0.01,0.53
1129,6,6,0.13,0.3
1130,36,6,0.02,0.35
1131,34,6,0.01,0.38
1132,6,6,0.0,0.27
1133,44,6,0.02,0.57
1134,55,6,0.02,0.49
1135,12,6,0.56,0.49
1136,21,6,0.02,0.27
1137,48,6,0.09,0.4
1138,34,6,0.0,0.54
1139,6,6,0.05,0.44
1140,33,6,0.04,0.37
1141,42,6,0.0,0.38
1142,9,6,0.06,0.44
1143,6,6,0.03,0.49
1144,25,6,0.02,0.92
1145,47,6,0.02,0.4
1146,22,6,0.02,0.57
1147,6,6,0.02,1.0
1148,23,6,0.01,0.38
1149,9,6,0.0,0.57
1150,13,6,0.01,0.47
1151,13,6,0.06,0.43
1152,25,6,0.14,0.4
1153,47,6,0.02,0.27
1154,42,6,0.03,0.22
1155,42,6,0.05,0.56
1156,48,6,0.02,0.52
1157,5,6,0.1,0.34
1158,6,6,0.04,0.14
1159,4,6,0.0,0.46
1160,6,6,0.58,0.4
1161,6,6,0.01,0.84
1162,6,6,0.0,0.26
1163,6,6,0.01,0.36
1164,42,6,0.04,0.72
1165,51,6,0.2,0.46
1166,6,6,0.03,0.42
1167,1,6,0.0,0.36
1168,12,6,0.0,0.15
1169,36,6,0.01,0.35
1170,6,6,0.16,0.58
1171,29,6,0.0,0.35
1172,6,6,0.12,1.0
1173,6,6,0.01,0.09
1174,42,6,0.0,0.59
1175,9,6,0.02,0.51
1176,41,6,0.06,0.35
1177,19,6,0.08,0.45
1178,55,6,0.0,0.65
1179,8,6,0.02,0.53
1180,39,6,0.03,0.43
1181,12,6,0.03,0.24
1182,48,6,0.04,0.55
1183,45,6,0.03,0.46
1184,6,6,0.01,0.76
1185,34,6,0.01,0.54
1186,12,6,0.05,0.53
1187,25,6,0.03,0.59
1188,6,6,0.46,1.0
1189,25,6,0.02,0.49
1190,40,6,0.0,0.41
1191,33,6,0.0,0.4
1192,8,6,0.01,0.46
1193,48,6,0.0,0.42
1194,42,6,0.01,0.25
1195,34,6,0.01,0.49
1196,25,6,0.04,0.28
1197,13,6,0.04,0.4
1198,34,6,0.07,0.53
1199,42,7,0.0,0.6
1200,18,7,0.02,0.43
1201,12,7,0.18,0.34
1202,34,7,0.01,0.59
1203,53,7,0.03,0.33
1204,44,7,0.01,0.53
1205,12,7,0.05,0.41
1206,34,7,0.01,0.58
1207,53,7,0.02,0.45
1208,22,7,0.0,0.52
1209,34,7,0.03,0.4
1210,6,7,0.02,0.66
1211,25,7,0.03,0.49
1212,41,7,0.69,0.28
1213,42,7,0.0,0.5
1214,25,7,0.01,0.47
1215,34,7,0.0,0.41
1216,48,7,0.02,0.76
1217,6,7,0.02,0.63
1218,22,7,0.01,0.3
1219,55,7,0.04,0.59
1220,39,7,0.08,0.27
1221,6,7,0.04,0.62
1222,39,7,0.04,0.33
1223,29,7,0.0,0.58
1224,48,7,0.13,0.46
1225,41,7,0.09,0.44
1226,34,7,0.04,0.52
1227,34,7,0.01,0.42
1228,42,7,0.02,0.4
1229,34,7,0.09,0.62
1230,4,7,0.02,0.35
1231,36,7,0.01,0.67
1232,36,7,0.0,0.8
1233,25,7,0.0,0.49
1234,44,7,0.05,0.36
1235,9,7,0.0,0.48
1236,42,7,0.0,0.43
1237,6,7,0.02,0.8
1238,13,7,0.01,0.49
1239,39,7,0.01,0.28
1240,40,7,0.03,0.37
1241,6,7,0.26,0.52
1242,55,7,0.07,0.42
1243,34,7,0.0,0.72
1244,34,7,0.02,0.51
1245,42,7,0.58,0.31
1246,19,7,0.01,0.48
1247,19,7,0.09,0.34
1248,9,7,0.09,0.47
1249,9,7,0.04,0.59
1250,25,7,0.02,0.41
1251,48,7,0.11,0.4
1252,6,7,0.03,0.32
1253,1,7,0.01,0.61
1254,48,7,0.02,0.49
1255,6,7,0.08,0.17
1256,25,7,0.02,0.51
1257,47,7,0.0,0.39
1258,6,7,0.12,0.79
1259,6,7,0.11,0.71
1260,41,7,0.0,0.3
1261,34,7,0.0,0.52
1262,13,7,0.0,0.45
1263,22,7,0.78,0.43
1264,6,7,0.12,0.31
1265,34,7,0.02,0.4
1266,48,7,0.1,0.4
1267,34,7,0.02,0.53
1268,39,7,0.08,0.21
1269,42,7,0.04,0.44
1270,48,7,0.03,0.91
1271,6,7,0.02,0.81
1272,48,7,0.13,0.48
1273,34,7,0.03,0.47
1274,1,7,0.02,0.47
1275,28,7,0.0,0.45
1276,6,7,0.02,1.0
1277,55,7,0.0,0.4
1278,25,7,0.03,0.6
1279,6,7,0.04,0.38
1280,6,7,0.05,0.18
1281,1,7,0.0,0.39
1282,48,7,0.02,0.64
1283,39,7,0.01,0.44
1284,5,7,0.04,0.22
1285,51,7,0.01,0.52
1286,6,7,0.55,0.57
1287,25,7,0.03,0.35
1288,6,7,0.02,0.34
1289,29,7,0.0,0.34
1290,1,7,0.0,0.54
1291,6,7,0.03,0.54
1292,6,7,0.0,0.47
1293,5,7,0.02,0.54
1294,18,7,0.01,0.33
1295,12,7,0.05,0.24
1296,22,7,0.06,0.47
1297,34,7,0.0,0.42
1298,9,7,0.01,0.55
1299,16,7,0.01,0.53
1300,5,7,0.02,0.37
1301,40,7,0.01,0.56
1302,47,7,0.01,0.33
1303,34,7,0.0,0.59
1304,48,7,0.12,0.81
1305,39,7,0.05,0.41
1306,39,7,0.0,0.34
1307,40,7,0.57,0.29
1308,6,7,0.03,0.79
1309,41,7,0.01,0.47
1310,12,7,0.1,0.37
1311,22,7,0.01,0.48
1312,51,7,0.03,0.61
1313,6,7,0.0,0.24
1314,4,7,1.0,0.44
1315,51,7,0.0,0.58
1316,25,7,0.05,0.48
1317,39,7,0.0,0.36
1318,5,7,0.01,0.46
1319,39,7,0.01,0.6
1320,34,7,0.0,0.29
1321,40,7,0.02,0.35
1322,48,7,0.07,0.51
1323,23,7,0.0,0.43
1324,48,7,0.0,0.47
1325,54,7,0.04,0.27
1326,6,7,0.02,0.15
1327,48,7,0.01,0.7
1328,32,7,0.09,0.51
1329,42,7,0.0,0.44
1330,48,7,0.03,0.48
1331,9,7,0.01,0.55
1332,12,7,0.01,0.32
1333,34,7,0.01,0.2
1334,4,7,0.22,0.49
1335,55,7,0.02,0.4
1336,19,7,0.0,0.33
1337,42,7,0.01,0.52
1338,25,7,0.01,0.41
1339,48,7,0.03,0.38
1340,45,7,0.03,0.39
1341,54,7,0.01,0.22
1342,32,7,0.4,0.41
1343,55,7,0.04,0.37
1344,25,7,0.11,0.36
1345,39,7,0.01,0.44
1346,48,7,0.1,0.49
1347,53,7,0.0,0.33
1348,42,7,0.0,0.36
1349,23,7,0.01,0.38
1350,25,7,0.02,0.48
1351,6,7,0.07,1.0
1352,48,7,0.0,0.49
1353,48,7,0.06,0.47
1354,12,7,0.13,0.04
1355,39,7,0.0,0.24
1356,34,7,0.0,0.41
1357,9,7,0.01,0.49
1358,56,7,0.01,0.45
1359,42,7,0.0,0.36
1360,54,7,0.01,0.27
1361,47,7,0.11,0.6
1362,48,7,0.0,0.6
1363,25,7,0.13,0.35
1364,42,7,0.0,0.44
1365,34,7,0.12,0.77
1366,48,7,0.01,0.42
1367,29,7,0.0,0.21
1368,48,7,0.01,0.66
1369,9,7,0.0,0.41
1370,6,7,0.07,0.93
1371,48,7,0.0,0.62
1372,55,7,0.01,0.69
1373,6,7,0.02,0.76
1374,6,7,0.11,0.64
1375,46,7,0.0,0.39
1376,42,7,0.07,0.36
1377,6,7,0.1,0.78
1378,5,7,0.03,0.42
1379,28,7,0.3,0.48
1380,28,7,0.0,0.4
1381,37,7,0.01,0.45
1382,9,7,0.0,0.48
1383,53,7,0.0,0.41
1384,39,7,0.03,0.76
1385,6,7,0.01,0.72
1386,38,7,0.01,0.36
1387,6,7,0.0,0.54
1388,34,7,0.02,0.69
1389,36,7,0.07,0.28
1390,12,7,0.04,0.33
1391,25,7,0.07,0.41
1392,18,7,0.0,0.39
1393,12,7,0.08,0.23
1394,51,7,0.02,0.39
1395,39,7,0.01,0.3
1396,48,7,0.02,0.43
1397,34,7,0.02,0.45
1398,45,8,0.05,0.77
1399,48,8,0.02,0.47
1400,34,8,0.0,0.47
1401,9,8,0.01,0.68
1402,34,8,0.01,0.56
1403,6,8,0.03,1.0
1404,40,8,0.03,0.34
1405,48,8,0.01,0.55
1406,25,8,0.0,0.63
1407,25,8,0.02,0.47
1408,49,8,0.01,0.78
1409,34,8,0.03,0.44
1410,34,8,0.04,0.57
1411,12,8,0.09,0.13
1412,27,8,0.01,0.31
1413,9,8,0.0,0.33
1414,6,8,0.02,1.0
1415,29,8,0.03,0.32
1416,18,8,0.01,0.33
1417,6,8,0.04,0.67
1418,29,8,0.0,0.42
1419,34,8,0.06,0.81
1420,41,8,0.01,0.52
1421,39,8,0.08,0.39
1422,25,8,0.05,0.45
1423,39,8,0.0,0.52
1424,42,8,0.01,0.24
1425,9,8,0.04,0.32
1426,55,8,0.07,0.39
1427,34,8,0.02,0.46
1428,48,8,0.0,0.54
1429,37,8,0.01,0.37
1430,1,8,0.02,0.37
1431,44,8,0.01,0.45
1432,48,8,0.0,0.56
1433,12,8,0.06,0.21
1434,25,8,0.0,0.64
1435,34,8,0.01,0.46
1436,12,8,0.04,0.17
1437,6,8,0.32,0.66
1438,36,8,0.12,0.46
1439,48,8,0.02,0.59
1440,34,8,0.01,0.42
1441,34,8,0.0,0.26
1442,36,8,0.36,0.34
1443,53,8,0.04,0.37
1444,6,8,0.05,0.67
1445,35,8,0.03,0.54
1446,34,8,0.04,0.41
1447,6,8,0.03,0.66
1448,41,8,0.06,0.45
1449,55,8,0.03,0.48
1450,34,8,0.06,0.39
1451,1,8,0.3,0.41
1452,22,8,0.03,0.55
1453,12,8,0.0,0.58
1454,18,8,0.08,0.45
1455,25,8,0.0,0.42
1456,8,8,0.13,0.48
1457,6,8,0.01,1.0
1458,34,8,0.02,0.6
1459,25,8,0.02,0.61
1460,6,8,0.09,0.28
1461,9,8,0.02,0.53
1462,49,8,0.01,1.0
1463,13,8,0.01,0.65
1464,9,8,0.01,0.41
1465,34,8,0.01,0.53
1466,2,8,0.35,0.48
1467,25,8,0.03,0.31
1468,34,8,0.01,0.31
1469,27,8,0.01,0.92
1470,48,8,0.06,0.38
1471,48,8,0.0,1.0
1472,18,8,0.03,0.35
1473,48,8,0.0,0.53
1474,39,8,0.0,0.33
1475,25,8,0.02,0.61
1476,12,8,0.0,0.3
1477,42,8,0.12,0.36
1478,6,8,0.21,0.94
1479,34,8,0.02,0.51
1480,6,8,0.02,0.72
1481,37,8,0.01,0.34
1482,47,8,0.96,0.44
1483,18,8,0.03,0.37
1484,34,8,0.0,0.36
1485,34,8,0.0,0.5
1486,55,8,0.01,0.5
1487,22,8,0.07,0.55
1488,24,8,0.05,0.39
1489,53,8,0.01,0.39
1490,34,8,0.03,0.55
1491,6,8,0.0,0.59
1492,6,8,0.16,0.62
1493,13,8,0.01,0.36
1494,39,8,0.06,0.53
1495,34,8,0.05,0.43
1496,6,8,0.0,0.2
1497,48,8,0.0,0.55
1498,35,8,0.0,0.52
1499,42,8,0.04,0.51
1500,51,8,0.03,0.59
1501,6,8,0.01,0.48
1502,6,8,0.05,0.64
1503,53,8,0.27,0.37
1504,25,8,0.0,0.24
1505,36,8,0.02,0.32
1506,1,8,0.01,0.38
1507,45,8,0.0,0.33
1508,53,8,0.03,0.45
1509,37,8,0.05,0.64
1510,22,8,0.1,0.43
1511,41,8,0.16,0.43
1512,34,8,0.04,0.21
1513,36,8,0.25,0.37
1514,12,8,0.09,0.33
1515,10,8,0.03,0.51
1516,29,8,0.0,0.35
1517,9,8,0.0,0.48
1518,34,8,0.0,0.28
1519,25,8,0.02,0.37
1520,34,8,0.0,0.53
1521,25,8,0.0,0.53
1522,34,8,0.04,0.61
1523,42,8,0.05,0.6
1524,28,8,0.01,0.37
1525,34,8,0.01,0.53
1526,39,8,0.02,0.39
1527,33,8,0.01,0.39
1528,6,8,0.06,0.6
1529,25,8,0.06,0.33
1530,48,8,0.03,0.44
1531,34,8,0.01,0.3
1532,33,8,0.02,0.61
1533,6,8,0.09,0.69
1534,6,8,0.01,0.23
1535,6,8,0.21,0.73
1536,34,8,0.02,0.27
1537,22,8,0.3,0.42
1538,21,8,0.0,0.38
1539,6,8,0.04,0.64
1540,12,8,0.06,0.1
1541,36,8,0.09,0.32
1542,45,8,0.02,0.39
1543,6,8,0.17,0.51
1544,29,8,0.0,0.57
1545,27,8,0.58,0.25
1546,21,8,0.01,0.44
1547,36,8,0.01,0.72
1548,6,8,0.01,0.51
1549,25,8,0.01,0.58
1550,13,8,0.0,0.34
1551,9,8,0.03,0.53
1552,21,8,0.01,0.49
1553,23,8,0.02,0.39
1554,55,8,0.03,0.34
1555,45,8,0.0,0.26
1556,25,8,0.08,0.43
1557,40,8,0.06,0.35
1558,6,8,0.01,0.51
1559,5,8,0.01,0.41
1560,40,8,0.04,0.41
1561,6,8,0.04,0.61
1562,34,8,0.0,0.59
1563,55,8,0.01,0.33
1564,12,8,0.06,0.35
1565,34,8,0.0,0.33
1566,48,8,0.02,0.64
1567,48,8,0.28,0.46
1568,22,8,0.1,0.55
1569,56,8,0.01,0.29
1570,6,8,0.08,0.72
1571,1,8,0.01,0.37
1572,40,8,0.07,0.51
1573,55,8,0.01,0.34
1574,53,8,0.0,0.39
1575,35,8,0.06,0.49
1576,51,8,0.23,0.58
1577,6,8,0.15,0.62
1578,16,8,0.05,0.48
1579,55,8,0.0,0.27
1580,9,8,0.01,0.4
1581,12,8,0.0,0.49
1582,39,8,0.0,0.49
1583,35,8,0.01,0.67
1584,40,8,0.08,0.62
1585,24,8,0.02,0.24
1586,48,8,0.03,0.85
1587,55,8,0.06,0.37
1588,47,8,0.06,0.36
1589,39,8,0.0,0.33
1590,48,8,0.03,0.54
1591,37,8,0.08,0.24
1592,39,8,0.01,0.54
1593,55,8,0.01,0.32
1594,39,8,0.0,0.47
1595,34,8,0.06,0.49
1596,45,8,0.14,0.56
1597,48,9,0.02,0.66
1598,24,9,0.02,0.26
1599,6,9,0.11,0.43
1600,25,9,0.01,0.66
1601,49,9,0.01,0.71
1602,5,9,0.01,0.52
1603,4,9,0.13,0.55
1604,32,9,0.07,0.41
1605,36,9,0.02,0.29
1606,36,9,0.0,0.32
1607,42,9,0.0,0.28
1608,6,9,0.04,1.0
1609,13,9,0.02,0.56
1610,55,9,0.01,0.46
1611,24,9,0.02,0.37
1612,25,9,0.01,0.49
1613,6,9,0.06,0.97
1614,49,9,0.02,0.73
1615,34,9,0.03,0.84
1616,6,9,0.0,0.53
1617,34,9,0.01,0.51
1618,2,9,0.03,0.53
1619,47,9,0.01,0.68
1620,6,9,0.05,0.76
1621,48,9,0.01,0.36
1622,48,9,0.03,0.69
1623,55,9,0.01,0.42
1624,12,9,0.03,0.44
1625,48,9,0.0,0.39
1626,8,9,0.74,0.21
1627,9,9,0.11,0.36
1628,34,9,0.02,0.56
1629,6,9,0.01,0.76
1630,23,9,0.0,1.0
1631,55,9,0.0,0.35
1632,53,9,0.02,0.41
1633,4,9,0.45,0.45
1634,36,9,0.51,0.31
1635,34,9,0.02,0.49
1636,25,9,0.01,0.55
1637,1,9,0.05,0.32
1638,9,9,0.05,0.38
1639,12,9,0.0,0.15
1640,49,9,0.0,0.53
1641,9,9,0.21,0.47
1642,48,9,0.05,0.46
1643,34,9,0.01,0.64
1644,33,9,0.11,0.4
1645,21,9,0.02,0.49
1646,50,9,0.05,0.45
1647,25,9,0.01,0.54
1648,48,9,0.03,0.46
1649,42,9,0.01,0.27
1650,34,9,0.01,0.29
1651,34,9,0.04,0.53
1652,48,9,0.01,0.56
1653,33,9,0.01,0.66
1654,34,9,0.0,0.49
1655,18,9,0.0,0.13
1656,6,9,0.08,0.5
1657,55,9,0.01,0.63
1658,40,9,0.02,0.55
1659,55,9,0.02,0.39
1660,6,9,0.04,0.49
1661,34,9,0.03,0.48
1662,24,9,0.04,0.29
1663,22,9,0.01,0.68
1664,25,9,0.05,0.34
1665,21,9,0.01,0.35
1666,5,9,0.0,0.57
1667,28,9,0.0,0.55
1668,42,9,0.0,0.53
1669,55,9,0.06,0.35
1670,6,9,0.1,1.0
1671,12,9,0.06,0.28
1672,40,9,0.01,0.29
1673,42,9,0.03,0.49
1674,19,9,0.02,0.37
1675,37,9,0.02,0.92
1676,25,9,0.01,0.71
1677,34,9,0.0,0.52
1678,5,9,0.02,0.41
1679,37,9,0.0,0.47
1680,36,9,0.01,0.49
1681,8,9,0.03,0.5
1682,32,9,0.0,0.36
1683,37,9,0.0,0.72
1684,6,9,0.07,0.9
1685,18,9,0.04,0.52
1686,41,9,0.04,0.58
1687,19,9,0.14,0.39
1688,34,9,0.01,0.58
1689,48,9,0.02,0.59
1690,48,9,0.0,0.5
1691,53,9,0.0,0.76
1692,48,9,0.01,0.56
1693,5,9,0.0,0.41
1694,6,9,0.0,0.54
1695,39,9,0.04,0.55
1696,48,9,0.4,0.41
1697,25,9,0.01,0.42
1698,44,9,0.02,0.79
1699,12,9,0.22,0.23
1700,6,9,0.03,0.78
1701,48,9,0.02,0.52
1702,51,9,0.01,0.37
1703,48,9,0.12,0.46
1704,48,9,0.02,0.42
1705,9,9,0.06,0.54
1706,34,9,0.0,0.62
1707,51,9,0.01,0.36
1708,51,9,0.07,0.53
1709,9,9,0.01,0.31
1710,6,9,0.03,0.52
1711,48,9,0.18,1.0
1712,32,9,0.2,0.28
1713,34,9,0.04,0.15
1714,39,9,0.0,0.5
1715,6,9,0.03,0.19
1716,29,9,0.01,0.54
1717,51,9,0.62,0.57
1718,21,9,0.01,0.35
1719,37,9,0.0,0.31
1720,45,9,0.01,0.39
1721,13,9,0.05,0.42
1722,12,9,0.43,0.33
1723,33,9,0.02,0.32
1724,29,9,0.03,0.35
1725,6,9,0.14,0.4
1726,42,9,0.01,0.57
1727,48,9,0.01,0.6
1728,5,9,0.08,0.34
1729,47,9,0.06,0.43
1730,48,9,0.0,0.5
1731,56,9,0.01,0.53
1732,12,9,0.0,0.45
1733,48,9,0.01,0.48
1734,39,9,0.0,0.39
1735,25,9,0.02,0.54
1736,33,9,0.0,0.29
1737,53,9,0.03,0.32
1738,42,9,0.0,0.58
1739,34,9,0.01,0.3
1740,8,9,0.1,0.45
1741,9,9,0.02,0.65
1742,51,9,0.01,0.39
1743,6,9,0.27,0.42
1744,27,9,0.0,0.53
1745,38,9,0.1,0.34
1746,55,9,0.01,0.63
1747,29,9,0.0,0.31
1748,6,9,0.14,0.6
1749,25,9,0.0,0.59
1750,12,9,0.05,0.32
1751,40,9,0.01,0.32
1752,51,9,0.26,0.44
1753,34,9,0.02,0.48
1754,12,9,0.08,0.3
1755,45,9,0.02,0.41
1756,56,9,0.0,0.67
1757,12,9,0.01,0.15
1758,25,9,0.0,0.61
1759,42,9,0.0,0.51
1760,6,9,0.12,0.45
1761,42,9,0.01,0.72
1762,42,9,0.01,0.4
1763,42,9,0.0,0.5
1764,21,9,0.02,0.42
1765,29,9,0.05,0.28
1766,9,9,0.03,0.34
1767,25,9,0.03,0.49
1768,6,9,0.15,0.29
1769,49,9,0.01,1.0
1770,6,9,0.02,0.48
1771,48,9,0.04,1.0
1772,39,9,0.0,0.42
1773,39,9,0.01,0.37
1774,12,9,0.06,0.35
1775,40,9,0.0,0.34
1776,12,9,0.01,0.28
1777,18,9,0.0,0.72
1778,51,9,0.4,0.58
1779,6,9,0.14,0.92
1780,42,9,0.01,0.59
1781,34,9,0.09,0.44
1782,53,9,0.0,0.4
1783,9,9,0.05,0.46
1784,22,9,0.02,0.56
1785,48,9,0.04,0.69
1786,39,9,0.03,0.59
1787,9,9,0.03,0.33
1788,49,9,0.0,0.25
1789,34,9,0.03,0.46
1790,6,9,0.2,0.42
1791,37,9,0.1,0.37
1792,47,9,0.03,0.72
1793,34,9,0.0,0.57
1794,9,9,0.04,0.54
1795,6,9,0.07,0.69
1796,53,10,0.12,0.32
1797,12,10,0.0,0.24
1798,25,10,0.01,0.47
1799,48,10,0.01,0.28
1800,6,10,0.05,0.4
1801,39,10,0.01,0.35
1802,45,10,0.08,0.32
1803,42,10,0.0,0.55
1804,39,10,0.02,0.28
1805,33,10,0.0,0.36
1806,19,10,0.03,0.31
1807,53,10,0.03,0.37
1808,25,10,0.01,0.68
1809,29,10,0.05,0.32
1810,48,10,0.0,0.46
1811,34,10,0.05,0.77
1812,18,10,0.04,0.34
1813,34,10,0.02,0.35
1814,48,10,0.02,0.6
1815,29,10,0.01,0.65
1816,36,10,0.03,0.59
1817,9,10,0.01,0.54
1818,37,10,0.07,0.29
1819,9,10,0.0,0.57
1820,6,10,0.05,0.52
1821,53,10,0.01,0.33
1822,6,10,0.02,0.26
1823,28,10,0.06,0.59
1824,29,10,0.0,0.34
1825,25,10,0.02,0.32
1826,29,10,0.21,0.33
1827,34,10,0.0,0.45
1828,1,10,0.05,0.35
1829,6,10,0.16,0.48
1830,49,10,0.02,0.87
1831,48,10,0.0,0.61
1832,12,10,0.01,0.34
1833,34,10,0.0,0.64
1834,38,10,0.0,0.5
1835,25,10,0.0,0.47
1836,34,10,0.21,0.73
1837,13,10,0.01,0.45
1838,40,10,0.01,0.41
1839,40,10,0.7,0.35
1840,9,10,0.06,0.35
1841,18,10,0.08,0.33
1842,28,10,0.05,0.4
1843,13,10,0.01,0.41
1844,22,10,0.07,0.5
1845,34,10,0.05,0.58
1846,34,10,0.02,0.53
1847,48,10,0.01,0.54
1848,34,10,0.43,0.62
1849,48,10,0.0,0.43
1850,51,10,0.05,0.42
1851,28,10,0.01,0.44
1852,12,10,0.02,0.09
1853,51,10,0.02,0.32
1854,38,10,0.06,0.45
1855,48,10,0.0,0.46
1856,54,10,0.04,0.28
1857,47,10,0.01,0.32
1858,54,10,0.03,0.46
1859,29,10,0.04,0.39
1860,55,10,0.12,0.44
1861,21,10,0.03,0.28
1862,4,10,0.07,0.5
1863,37,10,0.01,0.35
1864,46,10,0.01,0.36
1865,34,10,0.01,0.53
1866,12,10,0.25,0.36
1867,48,10,0.0,0.51
1868,42,10,0.0,0.3
1869,55,10,0.07,0.42
1870,42,10,0.02,0.33
1871,48,10,0.02,0.6
1872,42,10,0.01,0.58
1873,45,10,0.11,0.42
1874,51,10,0.02,0.41
1875,25,10,0.01,0.35
1876,6,10,0.07,0.53
1877,6,10,0.1,0.7
1878,23,10,0.05,0.36
1879,25,10,0.1,0.56
1880,28,10,0.01,0.46
1881,34,10,0.04,0.39
1882,34,10,0.0,0.37
1883,25,10,0.01,0.51
1884,6,10,0.02,0.44
1885,6,10,0.05,0.31
1886,34,10,0.04,0.52
1887,45,10,0.02,0.51
1888,6,10,0.05,0.55
1889,39,10,0.02,0.44
1890,48,10,0.01,0.62
1891,5,10,0.0,0.43
1892,4,10,0.21,0.39
1893,25,10,0.12,0.3
1894,39,10,0.03,0.35
1895,9,10,0.03,0.46
1896,39,10,0.01,0.53
1897,34,10,0.01,0.41
1898,25,10,0.04,0.53
1899,18,10,0.0,0.42
1900,49,10,0.0,1.0
1901,1,10,0.02,0.55
1902,40,10,0.01,0.47
1903,6,10,0.0,0.65
1904,53,10,0.04,0.28
1905,48,10,0.05,0.35
1906,12,10,0.06,0.08
1907,34,10,0.01,0.37
1908,21,10,0.42,0.3
1909,23,10,0.04,0.35
1910,34,10,0.0,0.58
1911,6,10,0.2,0.94
1912,29,10,0.02,0.4
1913,39,10,0.0,0.37
1914,6,10,0.03,0.45
1915,12,10,0.0,0.1
1916,34,10,0.01,0.65
1917,6,10,0.02,1.0
1918,24,10,0.0,0.37
1919,48,10,0.01,0.43
1920,36,10,0.01,0.52
1921,48,10,0.01,0.78
1922,6,10,0.02,0.82
1923,6,10,0.12,0.35
1924,6,10,0.07,0.66
1925,6,10,0.15,0.55
1926,6,10,0.03,0.76
1927,55,10,0.01,0.36
