 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,101228678,10,6,700,11595,350,0,70,147.5729575,4344,0,1932.5,1754.831473,121.4576763,0.158057976,6748578.533,26000000,101000000,1,101000000,11200000,33600000,101000000,1,374251,74850.2,104367.5984,215793,47,0,0,0,0,328,200,0.098786235,0.059271741,0,4344,723.2352941,1349.938125,1822332.941,0,0,0,0,1,0,0,0,0,768.4375,70,1932.5,328,0,0,0,0,0,0,10,700,6,11595,251,235,2,32,1020,0,1020,1020,101000000,0,101000000,101000000,DoS Hulk
80,4,2,0,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,64,0,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,64,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,64,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,99709685,5,7,310,11595,298,0,62,131.9621158,4344,0,1656.428571,1760.597234,119.3966263,0.120349392,9064516.818,30100000,99700000,7,99700000,24900000,49800000,99700000,981,99700000,16600000,40700000,99700000,48,0,0,0,0,144,232,0.05014558,0.070203812,0,4344,916.2307692,1499.449685,2248349.359,1,0,0,0,0,0,0,0,1,992.5833333,62,1656.428571,144,0,0,0,0,0,0,5,310,7,11595,0,235,2,20,10981,0,10981,10981,99700000,0,99700000,99700000,DoS Hulk
80,99727618,8,5,315,11595,315,0,39.375,111.369318,7240,0,2319,3331.638186,119.425293,0.130355064,8310634.833,28800000,99700000,1,99700000,14200000,37700000,99700000,1,25346,6336.5,7488.972983,15100,46,0,0,0,0,264,168,0.080218501,0.050136563,0,7240,850.7142857,2170.70132,4711944.22,0,0,0,0,1,0,0,0,0,916.1538462,39.375,2319,264,0,0,0,0,0,0,8,315,5,11595,274,235,1,32,2005,0,2005,2005,99700000,0,99700000,99700000,DoS Hulk
80,99731918,6,7,356,11595,338,0,59.33333333,136.5498688,4344,0,1656.428571,1947.638216,119.831246,0.130349443,8310993.167,28800000,99700000,1,99700000,19900000,44600000,99700000,1,99700000,16600000,40700000,99700000,56,0,0,0,0,164,232,0.060161282,0.070188162,0,4344,854.0714286,1565.697508,2451408.687,1,0,0,0,0,0,0,0,1,919.7692308,59.33333333,1656.428571,164,0,0,0,0,0,0,6,356,7,11595,0,235,3,20,13008,0,13008,13008,99700000,0,99700000,99700000,DoS Hulk
80,99743646,7,6,402,11595,396,0,57.42857143,149.3127112,5792,0,1932.5,2181.008184,120.2783383,0.130334117,8311970.5,28800000,99700000,1,99700000,16600000,40700000,99700000,1,41424,8284.8,13473.06434,31132,45,0,0,0,0,220,200,0.070179909,0.060154208,0,5792,856.9285714,1665.662283,2774430.841,0,0,0,0,1,0,0,0,0,922.8461538,57.42857143,1932.5,220,0,0,0,0,0,0,7,402,6,11595,274,235,2,20,5,0,5,5,99700000,0,99700000,99700000,DoS Hulk
47460,83006296,8,7,11595,718,4344,0,1449.375,1894.680443,350,0,102.5714286,169.0471898,148.3381453,0.180709184,5929021.143,22100000,82600000,1,83000000,11900000,31200000,82600000,47,82900000,13800000,33700000,82600000,1,0,0,0,0,264,196,0.096378231,0.084330952,0,4344,769.5625,1476.565518,2180245.729,0,0,0,0,1,0,0,0,0,820.8666667,1449.375,102.5714286,264,0,0,0,0,0,0,8,11595,7,718,235,229,5,32,12939,0,12939,12939,82600000,0,82600000,82600000,BENIGN
80,99781664,6,6,360,11595,360,0,60,146.9693846,5792,0,1932.5,2181.008184,119.8115918,0.120262576,9071060.364,30100000,99700000,0,99700000,19900000,44600000,99700000,0,73479,14695.8,27352.34108,62996,47,0,0,0,0,200,200,0.060131288,0.060131288,0,5792,919.6153846,1715.782598,2943909.923,0,0,0,0,1,0,0,0,1,996.25,60,1932.5,200,0,0,0,0,0,0,6,360,6,11595,274,235,1,32,3,0,3,3,99700000,0,99700000,99700000,DoS Hulk
80,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,83566199,7,6,330,11595,330,0,47.14285714,124.7282761,7240,0,1932.5,2695.639126,142.7012374,0.15556529,6963849.917,24100000,83400000,1,83400000,13900000,34100000,83400000,1,148490,29698,59733.56652,136157,67,0,0,0,0,232,200,0.083765926,0.071799365,0,7240,851.7857143,1935.320374,3745464.951,0,0,0,0,1,0,0,0,0,917.3076923,47.14285714,1932.5,232,0,0,0,0,0,0,7,330,6,11595,274,235,1,32,1018,0,1018,1018,83400000,0,83400000,83400000,DoS Hulk
80,99821852,7,6,302,11595,302,0,43.14285714,114.1452708,4344,0,1932.5,1754.831473,119.1823209,0.130232006,8318487.667,28800000,99700000,1,99700000,16600000,40700000,99700000,1,144543,28908.6,58550.51168,133308,35,0,0,0,0,232,200,0.070124926,0.06010708,0,4344,849.7857143,1461.974649,2137369.874,0,0,0,0,1,0,0,0,0,915.1538462,43.14285714,1932.5,232,0,0,0,0,0,0,7,302,6,11595,274,235,1,32,5,0,5,5,99700000,0,99700000,99700000,DoS Hulk
80,99917621,8,5,349,11595,343,0,43.625,120.9839865,8688,0,2319,3774.237539,119.5384746,0.130107181,8326468.417,28800000,99700000,1,99700000,14200000,37700000,99700000,1,218373,54593.25,101198.9503,206159,46,0,0,0,0,252,168,0.080065958,0.050041223,0,8688,853.1428571,2382.565323,5676617.516,0,0,0,0,1,0,0,0,0,918.7692308,43.625,2319,252,0,0,0,0,0,0,8,349,5,11595,274,235,2,20,987,0,987,987,99700000,0,99700000,99700000,DoS Hulk
80,86102083,6,7,345,11595,345,0,57.5,140.8456602,5792,0,1656.428571,2118.227235,138.6726033,0.150983571,7175173.583,24800000,85900000,10,86000000,17200000,38400000,85900000,204,153795,25632.5,56355.78269,140176,49,0,0,0,0,200,232,0.069684725,0.081298846,0,5792,852.8571429,1665.568042,2774116.901,0,0,0,0,1,0,0,0,1,918.4615385,57.5,1656.428571,200,0,0,0,0,0,0,6,345,7,11595,251,235,1,32,470,0,470,470,85900000,0,85900000,85900000,DoS Hulk
53,51999,1,1,45,61,45,45,45,0,61,61,61,0,2038.50074,38.46227812,51999,0,51999,51999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19.23113906,19.23113906,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45,61,20,0,0,0,0,0,0,1,45,1,61,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,117808688,4,4,200,844,70,30,50,23.09401077,224,198,211,15.011107,8.861825199,0.067906707,16800000,44500000,118000000,3,118000000,39300000,68000000,118000000,3,118000000,39300000,68000000,118000000,4,0,0,0,0,104,104,0.033953353,0.033953353,30,224,123.7777778,84.68438135,7171.444444,0,0,0,0,0,0,0,0,1,139.25,50,211,104,0,0,0,0,0,0,4,200,4,844,-1,-1,3,20,223,0,223,223,118000000,0,118000000,118000000,BENIGN
80,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,4,2,0,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,64,0,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,85582740,8,6,356,11595,356,0,44.5,125.8650071,5792,0,1932.5,2181.008184,139.6426429,0.163584386,6583287.692,23700000,85400000,31,85400000,12200000,32300000,85400000,210,151500,30300,61108.83511,139226,46,0,0,0,0,264,200,0.093476792,0.070107594,0,5792,796.7333333,1621.205392,2628306.924,0,0,0,0,1,0,0,0,0,853.6428571,44.5,1932.5,264,0,0,0,0,0,0,8,356,6,11595,251,235,1,32,1087,0,1087,1087,85400000,0,85400000,85400000,DoS Hulk
80,85304158,7,6,330,11595,330,0,47.14285714,124.7282761,5792,0,1932.5,2181.008184,139.7938891,0.152395854,7108679.833,24600000,85100000,1,85200000,14200000,34800000,85100000,1,159481,31896.2,63621.24692,145195,47,0,0,0,0,232,200,0.082059306,0.070336548,0,5792,851.7857143,1667.394936,2780205.874,0,0,0,0,1,0,0,0,0,917.3076923,47.14285714,1932.5,232,0,0,0,0,0,0,7,330,6,11595,274,235,1,32,999,0,999,999,85100000,0,85100000,85100000,DoS Hulk
80,85285110,6,6,365,11595,365,0,60.83333333,149.010626,4344,0,1932.5,1754.831473,140.2354995,0.140704515,7753191.818,25700000,85100000,1,85100000,17000000,38100000,85100000,1,149456,29891.2,59664.89768,136153,48,0,0,0,0,200,200,0.070352257,0.070352257,0,4344,920,1498.180285,2244544.167,0,0,0,0,1,0,0,0,1,996.6666667,60.83333333,1932.5,200,0,0,0,0,0,0,6,365,6,11595,251,235,1,32,3,0,3,3,85100000,0,85100000,85100000,DoS Hulk
49128,99411587,7,6,11595,369,5792,0,1656.428571,2277.23252,351,0,61.5,141.8559128,120.3481441,0.130769465,8284298.917,28600000,99200000,3,99400000,16600000,40500000,99300000,3,99300000,19900000,44400000,99200000,1021,0,0,0,0,232,164,0.070414327,0.060355137,0,5792,854.5714286,1758.938347,3093864.11,0,0,0,0,1,0,0,0,0,920.3076923,1656.428571,61.5,232,0,0,0,0,0,0,7,11595,6,369,235,229,4,32,14927,0,14927,14927,99200000,0,99200000,99200000,BENIGN
80,86143048,10,4,377,11595,377,0,37.7,119.2178678,11595,0,2898.75,5797.5,138.9781332,0.16252037,6626388.308,23600000,85100000,0,86100000,9571395.667,28300000,85100000,0,1048,349.3333333,404.5643748,794,3,0,0,0,0,336,136,0.116085978,0.046434391,0,11595,798.1333333,2988.440847,8930778.695,0,0,0,0,1,0,0,0,0,855.1428571,37.7,2898.75,336,0,0,0,0,0,0,10,377,4,11595,251,235,1,32,986,0,986,986,85100000,0,85100000,85100000,DoS Hulk
80,1001,2,0,0,0,0,0,0,0,0,0,0,0,0,1998.001998,1001,0,1001,1001,1001,1001,0,1001,1001,0,0,0,0,0,0,0,0,0,64,0,1998.001998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,84286251,7,6,374,11595,374,0,53.42857143,141.3587129,7240,0,1932.5,2695.639126,142.0041805,0.154236306,7023854.25,24300000,84100000,1,84200000,14000000,34300000,84100000,1,145554,29110.8,57389.69301,131210,82,0,0,0,0,232,200,0.083050319,0.071185987,0,7240,854.9285714,1934.443369,3742071.148,0,0,0,0,1,0,0,0,0,920.6923077,53.42857143,1932.5,232,0,0,0,0,0,0,7,374,6,11595,274,235,1,32,5,0,5,5,84100000,0,84100000,84100000,DoS Hulk
80,98371055,6,7,432,11595,414,0,72,167.5708805,5792,0,1656.428571,2429.118623,122.2615738,0.132152695,8197587.917,28400000,98400000,32,98400000,19700000,44000000,98400000,222,98400000,16400000,40200000,98400000,48,0,0,0,0,164,232,0.060993551,0.071159143,0,5792,859.5,1848.890925,3418397.654,1,0,0,0,0,0,0,0,1,925.6153846,72,1656.428571,164,0,0,0,0,0,0,6,432,7,11595,0,235,3,20,13998,0,13998,13998,98400000,0,98400000,98400000,DoS Hulk
80,98403162,8,4,332,11595,332,0,41.5,117.3797257,11595,0,2898.75,5797.5,121.2054548,0.121947301,8945742,29700000,98400000,4,98400000,14100000,37200000,98400000,4,2605,868.3333333,1095.297372,2104,17,0,0,0,0,264,136,0.081298201,0.0406491,0,11595,917.4615385,3209.513011,10300000,0,0,0,0,1,0,0,0,0,993.9166667,41.5,2898.75,264,0,0,0,0,0,0,8,332,4,11595,251,235,1,32,2006,0,2006,2006,98400000,0,98400000,98400000,DoS Hulk
80,98428961,9,6,322,11595,322,0,35.77777778,107.3333333,5792,0,1932.5,2537.820147,121.0720897,0.152394172,7030640.071,26300000,98400000,1,98400000,12300000,34800000,98400000,1,2748,549.6,963.8489508,2269,47,0,0,0,0,296,200,0.091436503,0.060957669,0,5792,744.8125,1748.0989,3055849.763,0,0,0,0,1,0,0,0,0,794.4666667,35.77777778,1932.5,296,0,0,0,0,0,0,9,322,6,11595,251,235,1,32,2011,0,2011,2011,98400000,0,98400000,98400000,DoS Hulk
80,100418653,7,5,664,11595,332,0,94.85714286,161.9994121,8688,0,2319,3774.237539,122.078913,0.119499711,9128968.455,30200000,100000000,1,100000000,16700000,40800000,100000000,1,349417,87354.25,106258.9345,216055,84,0,0,0,0,232,168,0.069708165,0.049791546,0,8688,943,2458.463138,6044041,0,0,0,0,1,0,0,0,0,1021.583333,94.85714286,2319,232,0,0,0,0,0,0,7,664,5,11595,251,235,2,32,4,0,4,4,100000000,0,100000000,100000000,DoS Hulk
80,99233,3,4,443,870,437,0,147.6666667,250.5879752,858,0,217.5,427.0093676,13231.48549,70.54104985,16538.83333,19377.78734,41263,4,59769,29884.5,16310.83212,41418,18351,57970,19323.33333,32593.01031,56954,4,0,0,0,0,72,92,30.23187851,40.30917134,0,858,164.125,318.8696274,101677.8393,0,0,0,1,0,0,0,0,1,187.5714286,147.6666667,217.5,72,0,0,0,0,0,0,3,443,4,870,8192,31,2,20,0,0,0,0,0,0,0,0,BENIGN
80,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,937,2,0,0,0,0,0,0,0,0,0,0,0,0,2134.471718,937,0,937,937,937,937,0,937,937,0,0,0,0,0,0,0,0,0,64,0,2134.471718,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,97427515,6,6,322,11595,322,0,53.66666667,131.4559495,5792,0,1932.5,2537.820147,122.3165756,0.123168491,8857046.818,29400000,97400000,1,97400000,19500000,43600000,97400000,1,1368,273.6,484.8925654,1138,9,0,0,0,0,200,200,0.061584245,0.061584245,0,5792,916.6923077,1910.267319,3649121.231,0,0,0,0,1,0,0,0,1,993.0833333,53.66666667,1932.5,200,0,0,0,0,0,0,6,322,6,11595,274,235,1,32,4,0,4,4,97400000,0,97400000,97400000,DoS Hulk
80,98460848,6,4,332,11595,332,0,55.33333333,135.5384324,10136,0,2898.75,4873.608203,121.1344432,0.101563212,10900000,32800000,98500000,1,98500000,19700000,44000000,98500000,1,4615,1538.333333,2162.105532,4032,187,0,0,0,0,200,136,0.060937927,0.040625285,0,10136,1084.272727,3033.896507,9204528.018,0,0,0,0,1,0,0,0,0,1192.7,55.33333333,2898.75,200,0,0,0,0,0,0,6,332,4,11595,274,235,1,32,4,0,4,4,98500000,0,98500000,98500000,DoS Hulk
80,98507654,8,4,340,11595,340,0,42.5,120.2081528,8688,0,2898.75,4095.56617,121.158098,0.121817945,8955241.273,29700000,98500000,1,98500000,14100000,37200000,98500000,1,25387,8462.333333,7329.180195,14142,189,0,0,0,0,264,136,0.081211963,0.040605982,0,8688,918.0769231,2467.967195,6090862.077,0,0,0,0,1,0,0,0,0,994.5833333,42.5,2898.75,264,0,0,0,0,0,0,8,340,4,11595,274,235,1,32,1017,0,1017,1017,98500000,0,98500000,98500000,DoS Hulk
80,98555853,7,6,397,11595,373,0,56.71428571,139.4975678,8688,0,1932.5,3385.244201,121.6771976,0.131904901,8212987.75,28400000,98500000,1,98500000,16400000,40200000,98500000,1,98600000,19700000,44100000,98500000,101,0,0,0,0,184,200,0.071025716,0.060879185,0,8688,857,2313.235363,5351057.846,1,0,0,0,0,0,0,0,0,922.9230769,56.71428571,1932.5,184,0,0,0,0,0,0,7,397,6,11595,0,235,4,20,20022,0,20022,20022,98500000,0,98500000,98500000,DoS Hulk
80,97638819,8,6,376,11595,376,0,47,132.9360749,4344,0,1932.5,1754.831473,122.6049242,0.143385593,7510678.385,27100000,97600000,3,97600000,13900000,36900000,97600000,3,21557,4311.4,5869.426062,12143,47,0,0,0,0,264,200,0.081934625,0.061450969,0,4344,798.0666667,1424.084291,2028016.067,0,0,0,0,1,0,0,0,0,855.0714286,47,1932.5,264,0,0,0,0,0,0,8,376,6,11595,274,235,1,32,776,0,776,776,97600000,0,97600000,97600000,DoS Hulk
443,166,2,0,12,0,6,6,6,0,0,0,0,0,72289.15663,12048.19277,166,0,166,166,166,166,0,166,166,0,0,0,0,0,0,0,0,0,40,0,12048.19277,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,4,2,0,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,64,0,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
54838,99709605,7,5,11595,309,5792,0,1656.428571,2120.732252,297,0,61.8,131.5150182,119.386693,0.120349489,9064509.545,30100000,99700000,4,99700000,16600000,40700000,99700000,45,99700000,24900000,49800000,99700000,4,0,0,0,0,232,144,0.070203869,0.05014562,0,5792,915.6923077,1717.051755,2948266.731,0,0,0,0,1,0,0,0,0,992,1656.428571,61.8,232,0,0,0,0,0,0,7,11595,5,309,235,229,4,32,11887,0,11887,11887,99700000,0,99700000,99700000,BENIGN
80,85194046,4,6,381,11595,375,0,95.25,186.5214465,7240,0,1932.5,2845.835677,140.5732039,0.117379095,9466005.111,28300000,85100000,2,85100000,28400000,49100000,85100000,2,142456,28491.2,57584.82602,131153,3,0,0,0,0,124,200,0.046951638,0.070427457,0,7240,1089.272727,2235.850446,4999027.218,1,0,0,0,0,0,0,0,1,1198.2,95.25,1932.5,124,0,0,0,0,0,0,4,381,6,11595,0,235,1,20,0,0,0,0,85100000,0,85100000,85100000,DoS Hulk
80,85211125,8,6,373,11595,373,0,46.625,131.8754147,5792,0,1932.5,2179.547086,140.4511441,0.164297796,6554701.923,23600000,85100000,2,85100000,12200000,32100000,85100000,2,152548,30509.6,60474.48904,138146,47,0,0,0,0,264,200,0.093884455,0.070413341,0,5792,797.8666667,1620.179129,2624980.41,0,0,0,0,1,0,0,0,0,854.8571429,46.625,1932.5,264,0,0,0,0,0,0,8,373,6,11595,274,235,1,32,949,0,949,949,85100000,0,85100000,85100000,DoS Hulk
80,85228065,6,7,372,11595,354,0,62,143.080397,5792,0,1656.428571,2120.732252,140.4114947,0.152531915,7102338.75,24500000,85100000,1,85100000,17000000,38000000,85100000,1,85200000,14200000,34700000,85100000,18,0,0,0,0,164,232,0.070399346,0.08213257,0,5792,855.2142857,1665.886236,2775176.951,1,0,0,0,0,0,0,0,1,921,62,1656.428571,164,0,0,0,0,0,0,6,372,7,11595,0,235,3,20,9997,0,9997,9997,85100000,0,85100000,85100000,DoS Hulk
80,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,83630133,6,7,395,11595,377,0,65.83333333,152.4682481,4344,0,1656.428571,1760.597234,143.3693762,0.155446363,6969177.75,24100000,83600000,16,83600000,16700000,37400000,83600000,992,83600000,13900000,34100000,83600000,16,0,0,0,0,164,232,0.071744475,0.083701888,0,4344,856.8571429,1458.869945,2128301.516,1,0,0,0,0,0,0,0,1,922.7692308,65.83333333,1656.428571,164,0,0,0,0,0,0,6,395,7,11595,0,235,3,20,15004,0,15004,15004,83600000,0,83600000,83600000,DoS Hulk
80,85222281,5,7,361,11595,349,0,72.2,154.7649831,8688,0,1656.428571,3174.60191,140.2919502,0.140808247,7747480.091,25600000,85100000,39,85100000,21300000,42500000,85100000,47,85200000,14200000,34700000,85100000,48,0,0,0,0,144,232,0.058670103,0.082138144,0,8688,920.1538462,2394.262268,5732491.808,1,0,0,0,0,0,0,0,1,996.8333333,72.2,1656.428571,144,0,0,0,0,0,0,5,361,7,11595,0,235,2,20,11974,0,11974,11974,85100000,0,85100000,85100000,DoS Hulk
80,86076148,7,6,354,11595,354,0,50.57142857,133.7994234,5792,0,1932.5,2537.820147,138.8189444,0.151029063,7173012.333,24500000,85100000,1,86100000,14300000,34700000,85100000,1,1756,351.2,505.8672751,1245,48,0,0,0,0,240,200,0.081323342,0.069705721,0,5792,853.5,1850.921548,3425910.577,0,0,0,0,1,0,0,0,0,919.1538462,50.57142857,1932.5,240,0,0,0,0,0,0,7,354,6,11595,251,235,1,32,3,0,3,3,85100000,0,85100000,85100000,DoS Hulk
80,100152620,6,6,328,11595,310,0,54.66666667,125.1218073,8688,0,1932.5,3506.021777,119.0483085,0.119817135,9104783.636,30200000,100000000,1,100000000,20000000,44800000,100000000,1,100000000,20000000,44800000,100000000,85,0,0,0,0,164,200,0.059908568,0.059908568,0,8688,917.6153846,2466.750411,6084857.59,1,0,0,0,0,0,0,0,1,994.0833333,54.66666667,1932.5,164,0,0,0,0,0,0,6,328,6,11595,0,235,3,20,9994,0,9994,9994,100000000,0,100000000,100000000,DoS Hulk
80,99701706,5,7,338,11595,326,0,67.6,144.4811406,5792,0,1656.428571,2120.732252,119.6870192,0.120359024,9063791.455,30000000,99500000,16,99600000,24900000,49800000,99500000,16,99700000,16600000,40600000,99600000,45,0,0,0,0,144,232,0.050149593,0.070209431,0,5792,918.3846154,1715.93296,2944425.923,1,0,0,0,0,0,0,0,1,994.9166667,67.6,1656.428571,144,0,0,0,0,0,0,5,338,7,11595,0,235,2,20,13002,0,13002,13002,99500000,0,99500000,99500000,DoS Hulk
80,103426270,11,6,2166,11595,358,0,196.9090909,185.0910341,8688,0,1932.5,3506.021777,133.0513031,0.164368298,6464141.875,25000000,100000000,1,103000000,10300000,31500000,100000000,1,103000000,20700000,44400000,100000000,377,0,0,0,0,324,200,0.106355958,0.058012341,0,8688,764.8333333,2087.891541,4359291.088,1,0,0,0,0,0,0,0,0,809.8235294,196.9090909,1932.5,324,0,0,0,0,0,0,11,2166,6,11595,0,235,8,20,11030,0,11030,11030,100000000,0,100000000,100000000,DoS Hulk
80,4,2,0,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,64,0,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,5,2,0,0,0,0,0,0,0,0,0,0,0,0,400000,5,0,5,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,64,0,400000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,99446117,7,6,301,11595,295,0,43,111.1440507,5792,0,1932.5,2181.008184,119.6225691,0.130724058,8287176.417,28700000,99300000,1,99400000,16600000,40600000,99300000,1,105897,21179.4,40840.19531,93652,14,0,0,0,0,220,200,0.070389878,0.060334181,0,5792,849.7142857,1668.029258,2782321.604,0,0,0,0,1,0,0,0,0,915.0769231,43,1932.5,220,0,0,0,0,0,0,7,301,6,11595,251,235,2,20,8,0,8,8,99300000,0,99300000,99300000,DoS Hulk
80,99720018,7,5,326,11595,326,0,46.57142857,123.2164182,8688,0,2319,3633.79705,119.5447037,0.120336922,9065456.182,30000000,99600000,1,99600000,16600000,40600000,99600000,1,164641,41160.25,74391.19399,152442,163,0,0,0,0,232,168,0.070196538,0.050140384,0,8688,917,2395.854893,5740120.667,0,0,0,0,1,0,0,0,0,993.4166667,46.57142857,2319,232,0,0,0,0,0,0,7,326,5,11595,251,235,1,32,3,0,3,3,99600000,0,99600000,99600000,DoS Hulk
