Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
56701.000000,1.168375,0.364349,0.975466,1.356315,-0.708786,-1.011976,0.006218,-0.199319,-0.045534,0.000145,0.248911,0.891636,0.926542,0.065178,0.955491,0.166566,-0.411349,-0.384547,-0.677481,-0.084783,-0.030491,-0.036884,0.085202,0.926543,0.372010,-0.515522,0.040142,0.039725,8.000000,0
56709.000000,1.090805,-0.023577,-0.069906,1.070756,0.397528,0.774788,0.035496,0.168290,0.051565,0.011456,0.271584,1.032298,0.278542,0.151793,-0.743401,-0.226250,-0.385790,-0.164620,0.299540,-0.014584,-0.082866,-0.142250,-0.256402,-1.002871,0.763855,-0.271749,0.026322,0.005328,63.000000,0
56714.000000,1.410237,-0.890084,-0.965492,-1.621001,1.318018,3.510937,-1.202750,0.865965,-0.512874,0.528285,-0.350356,-0.480005,0.026891,-0.373259,-0.229171,1.000734,0.145035,-1.334587,1.309163,0.203769,-0.131940,-0.487425,-0.018030,1.016484,0.595022,-0.319153,0.020494,0.013385,24.950000,0
56728.000000,1.423049,-1.273867,0.051696,-1.372499,-1.479044,-0.830260,-0.863015,-0.149809,-1.603931,1.462581,-1.212156,-2.041653,-1.368653,0.126430,0.773348,-0.188870,0.470414,0.188119,0.029496,-0.298933,-0.364214,-0.930781,0.011606,-0.208981,0.280467,-0.308846,-0.001535,0.024341,82.990000,0
56746.000000,1.448608,-1.514251,-0.820153,-2.275023,0.700897,3.640800,-1.671032,0.883745,-1.500704,1.304680,-0.561401,-0.744535,0.358672,-0.573914,-0.302244,-0.396808,0.363709,0.000884,0.540151,-0.132567,-0.545725,-1.299229,0.104099,0.958887,0.347814,-0.416019,0.048067,0.028381,57.490000,0
56753.000000,-0.507549,-0.134676,0.921134,-2.430445,-1.158483,-0.511232,-0.764591,0.561595,-2.559312,0.973263,1.262177,-0.017136,0.446962,0.022483,-0.647667,-0.243091,0.471323,0.024664,-1.083742,-0.368895,-0.026143,0.230900,0.094045,0.195227,-0.314854,-0.406267,0.200054,0.017308,10.000000,0
56766.000000,-0.460372,0.585258,1.222592,-0.740141,0.239064,-0.847303,1.490101,-0.379584,-0.376707,-0.644160,0.017382,-0.063881,-0.351737,0.151773,0.404238,-0.308203,-0.232554,-0.972899,-1.077865,0.036424,0.093270,0.311676,0.050421,0.424755,-0.357502,0.352212,-0.124822,-0.086231,80.830000,0
56781.000000,0.512745,-2.027530,0.008469,-0.395359,-1.538357,-0.246739,-0.215869,-0.104992,-0.916510,0.650996,0.815131,0.266346,0.171916,0.276132,0.501167,-0.718349,-0.486149,1.933861,-0.668012,0.432151,0.047050,-0.399780,-0.420342,0.056205,0.058868,1.088617,-0.131537,0.073895,446.640000,0
56798.000000,1.481266,-1.243993,0.671904,-1.494739,-1.764855,-0.330309,-1.474326,0.118939,-1.590493,1.644312,0.617145,-1.177897,-1.040309,-0.003195,0.339108,0.217264,0.094867,1.105453,-0.017037,-0.403858,-0.049989,0.162558,-0.032280,-0.035987,0.300850,-0.095281,0.037512,0.010103,10.400000,0
56799.000000,0.140862,2.066877,-1.863311,1.358418,1.128901,-1.206076,0.975628,-0.213743,0.046789,0.060190,3.028252,0.284561,-0.068773,-3.764902,0.661313,0.521220,2.780771,1.383355,-0.647950,0.549362,-0.190259,0.082303,0.115924,-0.126843,-0.453699,-0.417462,0.423540,-0.038543,1.790000,0
56808.000000,0.908620,-1.266990,0.405359,-0.412800,-1.162229,-0.044059,-0.478373,0.053123,-0.755805,0.512699,1.550735,0.631316,0.149402,-0.240795,-0.929125,0.465998,0.765159,-1.777494,0.729982,0.435149,0.173811,0.147151,-0.148338,0.275131,0.327626,-0.292866,-0.007146,0.037917,207.560000,0
56809.000000,-0.534538,0.600919,1.466914,0.462142,0.102048,0.274422,0.412741,0.164229,-0.375734,-0.198223,1.137538,0.945164,-0.072526,0.067624,-0.553347,-0.756901,0.283908,-0.411043,0.960558,-0.015535,-0.009209,0.127717,0.034068,0.068071,-0.586133,0.263935,0.022959,0.150253,28.800000,0
56813.000000,-0.445583,-0.778721,1.540909,-2.893654,-0.771468,-1.297551,-0.425530,-0.078082,-1.888131,0.601423,-1.035369,-1.395808,-0.179863,-0.511992,-0.536854,0.303064,-0.224021,0.345303,-2.034491,-0.455269,0.145454,0.621559,-0.016568,0.353476,-0.421750,-0.456130,0.147144,0.176655,16.700000,0
56844.000000,-0.727738,-0.570792,1.162988,-1.939094,0.525622,0.311163,-0.254662,0.315964,-0.877090,-0.012019,-0.914508,-1.204459,-1.213421,-0.266720,-1.468893,1.585654,-0.396010,-0.432365,1.353852,0.190798,-0.028230,-0.362155,-0.226394,-1.429644,0.266496,-0.391021,0.045031,0.081504,37.000000,0
56854.000000,-0.359631,1.085418,1.749171,0.950405,0.068266,-0.888201,0.739743,-0.201684,-0.835310,-0.297569,0.016486,0.670946,1.259682,0.057060,0.982087,-0.359908,-0.175279,-0.163240,0.318525,0.100240,0.103941,0.362235,-0.094842,0.745506,-0.241287,-0.441123,0.167512,0.158585,4.990000,0
56856.000000,-0.510978,1.165554,0.796360,-0.173783,0.225002,-0.539473,0.608758,0.074032,0.084405,-0.162203,-1.201877,-1.170317,-1.278081,-0.243574,1.140436,0.681478,-0.218452,0.309112,0.205084,0.168200,-0.368110,-0.991155,-0.081890,-0.552880,-0.047641,0.134018,0.343972,0.144663,9.710000,0
56859.000000,1.302763,0.006539,0.056585,0.235422,-0.488981,-1.135498,0.122783,-0.227710,0.391812,-0.156676,-0.664311,-0.220268,-1.049717,0.352589,0.207922,-0.250860,0.109879,-0.638519,0.305409,-0.161898,-0.100433,-0.184624,-0.071793,0.463536,0.515067,1.093368,-0.099873,-0.009444,2.000000,0
56866.000000,1.315479,-0.724092,0.713392,-0.023699,-0.805347,1.031233,-1.322628,0.380175,-0.358922,0.935913,-0.704569,-0.449463,-0.115501,-0.049524,0.950737,0.001357,-1.340164,3.113574,-0.609888,-0.460478,-0.169600,-0.065606,-0.220232,-1.444169,0.423394,-0.162550,0.087494,0.022191,27.500000,0
56866.000000,1.198012,-0.677735,0.092386,-0.384796,-1.125271,-0.887265,-0.574254,0.007680,-0.669733,0.307018,1.469214,-0.680100,-1.639728,-0.821207,-0.473705,1.329125,1.223687,-0.617282,0.868634,0.131878,0.007767,-0.222879,-0.039716,0.434606,0.341410,-0.333631,-0.004711,0.038572,80.520000,0
56883.000000,0.636891,-1.449773,0.743507,1.092120,-1.274350,0.678268,-0.566967,0.216091,1.689379,-0.528993,-2.138616,-0.064543,-0.795704,-0.727016,-0.994807,-0.110447,0.066966,0.117423,0.530917,0.456405,0.130677,0.114447,-0.489973,-0.350440,0.487974,0.715094,-0.033613,0.061820,306.520000,0
56884.000000,1.285401,-0.055969,0.596693,-0.056362,-0.839030,-1.045679,-0.243323,-0.138175,0.472398,-0.197033,-0.311128,-0.045468,-0.378794,0.230852,1.306349,0.428727,-0.333873,-0.358135,0.031500,-0.101358,-0.140490,-0.412589,0.104142,0.421501,0.100407,0.906769,-0.073696,0.008002,0.770000,0
56890.000000,1.338354,0.569767,-0.812349,0.638308,0.453113,-0.934807,0.370580,-0.257372,-0.084201,-0.592462,-0.657089,-0.415159,-0.019021,-1.042629,1.010641,0.707981,0.516860,0.425933,-0.006953,-0.057454,-0.194525,-0.505575,-0.181401,-0.545050,0.679343,0.421098,-0.035830,0.027896,0.760000,0
56901.000000,-0.932396,1.093142,1.027836,-0.263669,0.837213,-1.357167,0.937454,-0.022695,-0.980013,-1.284205,1.713536,-0.142386,-1.168094,-1.061582,-0.229857,0.868663,0.697226,0.895614,-0.638401,-0.044319,-0.027898,-0.278569,-0.344628,0.390494,0.501732,0.256765,-0.031225,0.079389,0.760000,0
56903.000000,-1.344029,0.345587,0.379499,0.054115,-1.729098,-0.581525,0.124940,0.530601,-1.993437,0.108542,-0.862577,-0.119227,0.567212,0.735696,1.079752,-1.457814,0.576008,1.203726,0.250238,-0.455015,-0.339922,-0.875769,0.212090,0.373431,-0.649499,0.331368,-0.152649,-0.100857,185.930000,0
56928.000000,1.225100,0.177526,0.389070,0.431840,-0.252555,-0.470535,-0.025120,-0.049489,-0.219889,0.094563,1.215856,1.043598,0.468979,0.382201,0.337131,0.588941,-0.804689,0.041330,0.292180,-0.043251,-0.220594,-0.682903,0.073530,-0.002249,0.234794,0.096298,-0.033691,0.007278,9.990000,0
56934.000000,1.205452,0.090836,0.109614,0.259921,-0.387768,-1.043473,0.195162,-0.171514,-0.222056,0.063446,1.541906,0.766712,-0.461804,0.692178,0.181257,0.131199,-0.396459,-0.056184,0.230768,-0.078919,0.005098,-0.047068,-0.049509,0.589783,0.445433,0.569383,-0.079002,-0.003645,23.000000,0
56938.000000,1.232303,0.204170,-0.114568,0.945600,0.649431,0.932071,-0.016810,0.172512,0.000987,0.025583,0.086641,1.207350,0.842834,0.015770,-0.786962,-0.170276,-0.528155,-0.142320,0.430819,-0.098051,-0.134422,-0.122004,-0.246481,-1.311750,0.844739,-0.247293,0.041142,-0.007576,1.000000,0
56968.000000,-2.140099,-0.110897,2.084396,0.281645,0.975865,-1.372380,0.023670,-0.103962,-0.051268,-0.296463,-0.564993,-0.198255,-0.394812,0.042860,0.760404,0.548253,-0.772435,-0.106097,-0.778579,-0.466264,-0.201142,-0.606752,-0.310062,0.359354,0.264193,-0.736660,-0.364026,0.417570,10.000000,0
56978.000000,-0.383908,-0.293713,1.048459,-1.268040,-0.928595,-0.231409,0.690836,-0.015513,-1.663582,0.290504,0.672388,-0.296287,-0.527393,0.375318,0.120824,-0.946704,-0.371093,1.628984,-0.158207,-0.085312,-0.403243,-1.125128,0.409035,-0.047717,-0.333130,0.765899,-0.102599,0.013170,173.440000,0
56978.000000,1.178865,0.241067,0.628906,0.646985,-0.391364,-0.688257,0.054980,-0.134433,-0.100289,-0.137068,0.430858,0.977982,1.020519,0.133662,1.175232,-0.120477,-0.070274,-1.191978,-0.608302,-0.068875,-0.194393,-0.510232,0.189773,0.416771,0.124452,0.100550,-0.008589,0.022025,9.990000,0
56997.000000,-0.723505,0.881324,1.551096,0.027006,-1.030400,1.078988,-1.446463,-2.833801,0.267625,-0.059404,1.387072,0.843986,-0.477528,0.356170,0.878275,0.658250,-0.318432,0.321194,-0.645654,-0.773967,3.180307,-0.673153,0.042775,0.001041,0.550763,0.442703,0.305531,0.203526,61.180000,0
57005.000000,-0.710264,-0.095320,2.899716,0.718612,-0.501955,0.968641,-0.007123,0.308006,1.383339,-0.886685,-1.477319,0.374490,-0.603001,-1.342343,-1.998358,-0.720000,0.222184,-0.543540,-0.771614,-0.032334,0.069589,0.711129,-0.038570,0.088990,-0.282553,-0.448201,0.054450,-0.051693,65.000000,0
57007.000000,-1.066938,-0.114231,2.253077,-0.176713,-0.613399,0.929853,-0.063498,0.412690,0.372390,-0.604143,0.599104,0.264256,-1.130553,-0.233639,-0.334436,-0.415486,0.396563,-0.096276,1.430517,-0.030121,-0.141704,-0.211137,-0.183307,-0.230556,-0.137335,1.104765,-0.005679,-0.001565,118.300000,0
57009.000000,1.107350,-0.212416,1.270462,1.246374,-1.087170,0.075718,-0.782296,0.337749,0.902283,0.019329,0.603467,0.222379,-1.835280,0.192294,-0.327007,0.358010,-0.396899,0.651626,0.090247,-0.236479,-0.030837,-0.006511,0.003379,0.278311,0.324118,-0.420068,0.056965,0.024294,9.990000,0
57012.000000,-0.873743,0.578004,0.015639,0.117216,2.953209,3.801695,0.396138,0.367490,0.193314,0.908340,-0.398910,-0.300406,-0.245032,-0.443857,0.279452,-0.789143,-0.395403,0.123062,1.516189,0.170078,-0.221711,-0.069245,-0.095274,1.016993,0.092825,-0.332091,-0.389966,-0.238007,2.000000,0
57018.000000,1.214132,0.271087,-0.292709,0.880706,0.287801,-0.252426,0.246390,0.049230,-0.258470,0.221705,0.970540,-0.035616,-1.775598,1.112223,0.446605,-0.136549,-0.305715,-0.005376,-0.186306,-0.277174,0.040439,0.092159,-0.147433,-0.334491,0.735434,-0.257980,-0.006837,-0.009787,0.890000,0
57026.000000,-0.971299,1.127940,2.314688,2.270630,0.397830,-0.121950,0.511413,0.109500,-1.447482,0.387020,-0.098146,-0.428087,-0.401201,0.321421,1.078008,0.009064,0.068780,-0.725766,-0.499247,-0.007449,-0.119219,-0.528341,-0.006917,0.337670,-0.050398,-0.134189,-0.091699,0.133547,7.510000,0
57027.000000,-1.332765,0.285065,1.745106,0.683404,1.144018,0.046742,0.096852,0.286782,-0.401473,-0.278991,0.569977,0.268425,-1.201795,0.314412,-0.754749,-0.525267,0.011835,-0.096312,0.347025,-0.265615,-0.051842,-0.027431,-0.512330,-0.312633,0.521421,-0.278145,0.036337,0.006490,1.000000,0
57059.000000,0.091749,1.894118,-1.816079,1.560965,0.914961,-1.601503,0.994512,-0.414507,0.505405,-0.140384,1.164734,-1.297131,-1.669448,-3.687945,1.552890,0.328228,3.130250,1.046925,-0.897475,0.156246,-0.202399,-0.060660,0.160462,0.007686,-0.657056,-0.503914,-0.665132,-0.647082,0.890000,0
57087.000000,1.388049,-0.257519,-0.162286,-0.843386,-0.272063,-0.587799,-0.143216,-0.190615,-1.595424,0.782084,1.893622,0.793000,1.208902,0.098806,-0.159016,0.573008,0.366245,-1.704064,0.562951,0.094887,0.275701,0.816182,-0.150940,0.092694,0.735274,-0.075052,-0.005928,-0.011347,1.000000,0
57116.000000,1.154611,0.730975,0.229805,2.510698,0.268697,-0.544096,0.531158,-0.190531,-1.147768,0.677461,0.054214,0.304375,0.323998,0.481443,0.387124,-0.078167,-0.105091,-1.108979,-1.372462,-0.170395,0.041766,0.144271,-0.043648,0.423884,0.626955,0.075721,-0.020889,0.011799,7.730000,0
57120.000000,-10.255318,-12.040133,1.243517,4.725236,8.574640,-6.192859,-6.183586,1.500592,-0.720190,0.317618,0.206642,0.837728,-0.136451,1.318281,0.112045,1.559218,-0.880499,1.280225,-1.476941,3.462052,1.398435,-0.771970,-0.458446,0.087985,0.311440,-0.111376,0.122290,-1.986332,10.620000,0
57134.000000,1.289053,0.188632,-0.184078,0.206282,-0.013609,-0.946335,0.366590,-0.340344,-0.084147,-0.139379,-0.592780,0.442966,0.865717,0.232081,0.809953,0.086942,-0.464074,-0.459761,0.196279,0.013724,-0.076812,-0.198509,-0.142131,-0.042320,0.604907,0.626708,-0.069605,0.002534,27.830000,0
57151.000000,1.236169,0.246173,0.438139,0.542919,-0.381536,-0.972206,0.161803,-0.301528,-0.129543,-0.109182,-0.031063,1.011500,1.621533,-0.031036,0.882368,0.193559,-0.477713,-0.553220,-0.183861,0.032861,-0.059731,-0.118673,-0.011614,0.467135,0.405771,0.385337,-0.034081,0.019228,19.990000,0
57151.000000,-0.463568,2.329468,-2.280806,1.543317,0.554733,-1.671772,0.624371,0.024380,0.527368,-0.055349,1.039510,-1.127302,-1.608220,-3.442675,1.527880,0.428417,3.289970,1.068644,-0.932365,0.173860,-0.190167,-0.092833,0.228031,0.002621,-0.581126,-0.496793,-0.685003,-0.649358,0.770000,0
57154.000000,-0.040832,0.532260,0.828587,1.100342,-0.318585,1.205085,-1.358360,-2.449198,0.242272,-0.833166,-2.230282,-0.179272,-0.428399,0.229437,0.408706,0.248169,-0.311061,0.663014,0.700562,0.751992,-1.220613,0.598737,-0.368759,-0.986365,1.013427,-0.009069,0.135903,0.249286,59.740000,0
57154.000000,1.099333,0.360917,0.725948,2.588127,-0.159981,0.094680,-0.041453,0.124243,-0.349946,0.563800,-0.691708,-0.333486,-1.026165,0.286140,0.098681,0.139834,-0.027175,-0.926885,-1.061380,-0.228877,-0.203263,-0.577428,0.090511,0.030591,0.301958,-0.117438,0.005910,0.021554,18.990000,0
57161.000000,1.266764,-0.203930,0.779280,0.196446,-0.345444,0.834802,-0.909285,0.286780,0.811987,-0.159987,-1.396947,-0.086906,0.747418,-0.331851,1.933540,0.955806,-0.927007,0.375413,-0.414982,-0.050402,0.153368,0.567872,-0.169295,-1.256054,0.312252,0.692958,0.031063,0.012676,0.110000,0
57163.000000,-10.363049,4.543672,-9.795898,5.508003,-6.037156,-0.133493,-11.724346,-3.198346,-4.767842,-9.332128,5.224124,-7.743122,-1.560343,-7.140418,1.185978,-6.598704,-12.120539,-3.904092,2.513430,0.924396,-2.457145,1.687257,0.977178,-0.543369,-0.289125,-0.107586,0.330642,0.163577,1.000000,1
57175.000000,1.139231,0.278899,0.629008,1.269467,-0.371815,-0.565896,0.031792,-0.057382,-0.018208,-0.000395,0.135911,0.395429,-0.033457,0.366250,1.230015,-0.146068,-0.101355,-0.730876,-0.911078,-0.161325,-0.016414,-0.020257,0.059712,0.376626,0.384514,-0.437056,0.037689,0.028554,14.990000,0
57178.000000,-1.778482,0.320782,1.657480,-3.459865,0.675439,1.168505,-0.434181,-0.963787,0.754350,-1.972575,2.256158,1.675190,0.023364,0.232239,1.122594,-0.793470,0.199590,-1.321298,-2.241633,-0.747947,1.824595,0.567145,-0.202696,-0.983535,0.345105,-0.037711,0.228367,0.008333,20.000000,0
57201.000000,-0.949772,0.569897,1.645882,0.557346,-0.265964,0.103516,-0.459427,0.714474,-0.815491,-0.366457,1.433141,1.059331,0.615643,0.509189,1.090387,0.090621,0.001286,0.213579,0.715845,0.123551,0.194593,0.321349,0.064848,0.047305,-0.723151,0.293968,0.036009,0.017326,14.470000,0
57218.000000,1.282821,0.028037,-1.309338,-0.471197,2.124739,3.186861,-0.485512,0.801040,-0.075805,-0.224282,0.131787,-0.027540,0.014084,-0.109589,1.301859,0.814749,-0.495047,0.169489,0.170475,0.062711,-0.333757,-1.156273,0.082305,0.946877,0.364308,0.109056,-0.024618,0.026201,16.700000,0
57241.000000,1.170758,-0.868540,0.838877,-0.712381,-1.305233,-0.189998,-0.939947,0.169840,-0.774708,0.712649,1.776414,-0.008216,-0.412271,0.044640,0.579718,1.267715,0.264463,-1.207743,0.278567,0.139475,0.205288,0.334507,0.057749,0.209507,0.087929,-0.338833,0.024299,0.023977,70.000000,0
57242.000000,-3.233613,-2.734086,1.474758,1.826440,1.014002,0.370769,-0.320392,0.299418,0.321959,0.199268,1.351604,0.756355,-0.026097,-0.232903,0.749434,-0.218312,-0.045801,0.092302,0.200661,-1.431388,-0.101773,1.675106,2.415456,-0.256328,-0.302864,-0.138599,0.837821,-0.290463,124.000000,0
57247.000000,-1.069018,1.235336,1.118791,0.182800,-0.386837,0.046244,-0.194389,-0.178038,0.111715,-0.628094,-0.977625,0.250844,-0.541109,0.146078,-0.418198,-0.649846,0.628780,-0.731351,-0.048091,-0.275010,0.805136,0.096208,0.004357,0.115010,-0.181829,0.402333,0.283467,0.142107,1.000000,0
57262.000000,-0.527527,-0.253732,2.421905,-2.522246,-1.035150,-0.733130,-0.170778,-0.253355,-2.105521,1.031922,-0.522560,-0.982573,1.059113,-1.016627,0.226293,-0.122208,0.014958,0.289347,-0.964708,-0.042001,-0.099632,0.340837,-0.325782,0.374570,0.416422,-0.199720,0.149635,-0.091546,12.500000,0
57267.000000,-0.778667,1.117283,1.430565,0.304851,0.471539,-0.099435,0.742260,0.024416,-0.722387,-0.088753,-0.438550,-0.221101,0.035945,0.331113,1.655571,-0.441624,0.169044,-0.862924,1.063313,0.221011,-0.478465,-1.356130,-0.030999,-0.466242,-0.074713,0.118250,0.156309,0.133512,20.000000,0
57269.000000,1.342719,-0.368022,-0.312704,0.013622,0.214466,0.948958,-0.493656,0.191574,-1.168935,1.001477,-0.322405,-0.077555,0.242019,0.358493,0.496104,-0.931621,-0.799404,1.923137,-0.658204,-0.491759,-0.317555,-0.445282,-0.237590,-1.757306,0.673713,-0.160484,0.049136,-0.001594,24.000000,0
57279.000000,1.100131,0.132485,0.196355,0.969715,-0.282870,-0.128646,-0.279785,0.195935,0.368735,-0.639358,1.655881,0.839139,-0.691851,-1.252134,-0.656138,-0.033307,1.257990,0.062277,-0.159984,-0.124982,-0.092227,-0.044564,-0.048065,0.165688,0.404946,0.411808,0.011808,0.030801,12.310000,0
57284.000000,0.697396,-1.046657,-0.407605,0.291940,-0.602328,-0.522263,0.390015,-0.117401,0.174360,-0.117706,0.682472,0.177838,-1.388762,0.670890,-0.390249,0.098492,-0.230402,0.071009,0.624447,0.453390,0.109046,-0.322532,-0.387499,0.086765,0.405171,1.065191,-0.163761,0.029015,304.980000,0
57286.000000,1.060742,-2.069053,-1.162146,-2.307369,0.564431,3.437917,-1.311754,0.752512,-1.913208,1.352497,-0.184767,-0.966808,0.603714,-0.196037,0.966571,0.168340,-0.071074,0.404689,0.050432,0.329045,-0.265392,-1.145263,-0.083821,0.960470,0.198933,-0.422413,-0.002747,0.068007,270.500000,0
57288.000000,-1.102829,0.904073,2.083212,1.456899,0.657270,1.083397,0.318322,0.481334,-0.794226,0.127194,0.841916,0.380095,-1.042966,-0.045509,-1.568497,-0.100919,-0.041781,-0.794115,-1.587221,-0.326021,0.079519,0.228566,-0.272630,-0.294100,0.490725,0.015723,-0.296399,-0.014614,1.640000,0
57289.000000,1.180730,0.224518,0.624376,0.648794,-0.414904,-0.695199,0.034863,-0.118498,-0.058435,-0.128475,0.383845,0.831370,0.744741,0.188265,1.205334,-0.107691,-0.054557,-1.158386,-0.606099,-0.088711,-0.198210,-0.532237,0.194024,0.409171,0.115520,0.101588,-0.010188,0.021247,8.920000,0
57290.000000,1.368120,-1.018955,-0.634582,-1.782295,0.991229,3.542679,-1.557314,0.921697,-0.547087,0.651130,-0.076449,-0.759700,0.361415,-0.318071,1.296297,1.805249,-0.447812,-0.413256,0.584480,0.285574,0.348634,0.742681,-0.167253,1.050871,0.577863,-0.037769,0.034412,0.024864,44.000000,0
57300.000000,1.206705,-1.787770,1.288305,-0.897454,-2.376457,0.142256,-1.679794,0.222095,-0.862495,1.274845,0.520957,0.040981,-0.269411,-0.980399,-2.031499,-0.850691,0.979342,0.435719,0.383814,-0.205686,-0.059138,0.341553,-0.131298,0.574456,0.397398,-0.026482,0.065707,0.032507,101.100000,0
57315.000000,-0.768341,0.824031,0.771140,-0.088584,0.125878,-0.415267,0.886055,0.016093,-0.451728,0.168810,1.407157,0.129202,-1.308299,0.691108,0.176485,-0.229139,-0.169528,-0.194116,-0.130446,-0.138239,0.124067,0.443560,0.105629,0.222450,-0.636379,0.218426,0.146197,0.206790,52.000000,0
57321.000000,-2.016707,0.774463,0.065837,-0.584110,0.730265,0.025861,-0.177692,1.001837,-0.803940,-1.011366,0.251487,0.581634,0.199698,0.309393,0.061097,1.151367,-0.353129,0.312352,-0.331153,-0.535895,-0.140655,-0.592931,0.358844,-1.218881,-0.172580,-0.007894,-0.324829,-0.098262,1.980000,0
57327.000000,-0.760591,0.988363,-0.181556,-0.103308,2.096906,3.826413,-0.400330,1.471144,-0.381360,-0.405616,-0.753926,0.120584,-0.139377,0.341701,0.128815,-0.223620,-0.135729,0.202263,1.216046,0.153416,-0.206491,-0.592808,-0.082075,0.984083,0.056143,-0.454298,0.289534,0.127050,5.520000,0
57329.000000,1.257646,0.321191,0.296787,0.697649,-0.415503,-1.085570,0.051742,-0.175284,0.108118,-0.267601,-0.151024,-0.030298,-0.273114,-0.188422,1.148552,0.501755,0.023276,-0.238234,-0.194823,-0.114547,-0.293871,-0.870266,0.136153,0.331666,0.199522,0.096170,-0.026164,0.029597,0.890000,0
57340.000000,0.749273,-1.675480,0.646818,-0.453367,-1.858335,-0.536703,-0.676041,0.044141,-0.601833,0.666010,1.380272,-0.563433,-1.236686,0.200143,0.464329,1.658444,0.033781,-0.530133,0.537089,0.599903,0.351223,0.147487,-0.187921,0.527364,0.052592,-0.355261,-0.038771,0.067757,307.800000,0
57343.000000,1.240056,0.193638,-0.342191,0.369009,0.226007,-0.740302,0.517769,-0.318338,-0.230425,-0.097193,-0.851425,0.338893,0.808082,0.319228,0.760777,0.249628,-0.588842,-0.672768,0.403884,0.072750,-0.399656,-1.273568,-0.010837,-0.435587,0.399629,0.182283,-0.071085,0.011673,59.900000,0
57353.000000,0.319846,-2.492616,0.637683,-0.044887,-2.079819,0.160090,-0.565760,0.081161,-0.143088,0.322781,0.850835,0.326137,-0.219628,-0.549506,-1.287036,1.014814,0.471413,-0.910338,1.044364,1.072556,0.357497,0.006868,-0.449199,0.377285,0.158005,-0.314455,-0.047205,0.102596,516.180000,0
57358.000000,-0.601193,1.096534,0.568945,0.564040,0.370006,0.194052,0.298133,0.525320,-0.947053,-0.306932,-0.022451,0.260041,-0.043222,0.824977,0.403762,0.429943,-0.688609,0.887188,1.246336,-0.014853,-0.011781,-0.254287,-0.077527,-0.866412,-0.325461,-0.502341,0.041771,0.072266,26.960000,0
57370.000000,-1.485894,0.206197,0.215050,2.113303,2.221270,4.300573,-1.028368,1.604208,-0.843842,0.700936,-0.902853,-0.270943,0.141826,0.064177,0.487421,0.172039,-0.098950,0.736736,1.317156,0.182593,0.099665,0.471441,0.457612,1.028694,0.042537,0.376641,0.277237,0.071565,31.000000,0
57378.000000,0.509569,-1.020806,0.979660,1.396195,-1.112006,0.483093,-0.356267,0.261281,0.479081,-0.144473,1.397288,1.172980,-0.063430,0.058158,0.200868,0.127159,-0.291702,0.255832,-0.669597,0.426193,0.392409,0.646972,-0.303985,0.254679,0.273448,-0.289114,0.027034,0.074608,295.730000,0
57382.000000,-0.395948,1.123573,1.411860,-0.011056,0.031414,-0.766578,0.640766,0.034878,-0.738256,-0.355488,1.748181,0.922808,0.459452,-0.312603,0.127678,0.497583,-0.194560,0.233055,0.118876,0.145101,-0.194111,-0.501284,-0.010634,0.497132,-0.202767,0.040290,0.245557,0.091077,1.980000,0
57383.000000,-0.503037,0.980406,-1.111121,0.198860,2.197922,3.625224,0.098469,1.271804,-0.733887,-0.101030,-0.686669,-0.038535,-0.101257,0.670915,0.364495,-0.408584,-0.124431,0.366178,1.256144,0.262428,0.100514,0.226208,0.042676,1.015070,-0.209087,-0.246546,0.322495,0.195843,65.080000,0
57388.000000,-0.962495,1.542840,0.927665,-0.024360,-0.377487,-0.807104,0.321176,0.465325,-0.719731,-0.279760,1.624413,1.089081,0.523105,-0.068075,0.104649,0.602804,-0.036707,0.256321,0.082451,0.165329,-0.182529,-0.533750,0.062793,0.492532,-0.125612,0.047485,0.230449,0.085951,13.990000,0
57399.000000,1.072560,-0.010296,-0.474324,0.878118,0.555048,0.433439,0.259540,0.087336,-0.304052,0.179718,0.384683,0.267398,-0.495904,0.761071,0.448550,0.243295,-0.733376,0.202663,0.009483,0.013127,0.020430,-0.130814,-0.291756,-1.165319,0.721431,-0.265003,-0.007723,0.005928,94.790000,0
57399.000000,-1.111647,0.423790,0.633433,0.425482,-0.330805,-0.963689,0.802275,0.318225,-0.448075,-0.807061,-1.080598,-0.555058,-1.161287,0.790835,0.278697,0.518580,-0.549086,0.281047,-1.132700,0.017218,0.364855,0.494104,0.278737,0.340949,-0.383555,-0.567112,0.004323,0.082650,149.170000,0
57411.000000,1.237752,0.613270,-0.323357,1.277180,0.066976,-1.253663,0.427791,-0.276407,-0.129742,-0.424986,-0.107368,-0.179196,-0.417821,-0.579979,0.927033,0.294150,0.520458,0.225685,-0.446042,-0.126672,-0.091571,-0.235961,-0.112746,0.284566,0.717040,-0.356957,0.013766,0.041500,9.350000,0
57411.000000,-1.571268,0.819320,1.842918,-0.459069,0.701955,-1.083623,1.278469,-0.702759,0.050836,0.039819,0.015876,-0.129900,0.353426,-1.122658,0.651874,0.430636,-0.489834,-0.340783,-0.600097,-0.168026,-0.443126,-0.667578,0.140267,0.343587,0.310384,-0.046565,-0.468445,-0.393199,3.580000,0
