lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.1241473,-75.0609301,RED LION RD & MURRAY AVE;  LOWER MORELAND; Station 355; 2017-04-09 @ 19:06:34;,19006,EMS: EMS SPECIAL SERVICE,2017-04-09 19:06:34,LOWER MORELAND,RED LION RD & MURRAY AVE,1
40.1889024,-75.1032841,YORK RD & YORKSHIRE WAY;  HATBORO; Station 384; 2017-04-09 @ 20:50:33;,19040,EMS: VEHICLE ACCIDENT,2017-04-09 20:50:33,HATBORO,YORK RD & YORKSHIRE WAY,1
40.0926859,-75.1371067,WEST AVE & GREENWOOD AVE;  JENKINTOWN; Station 382; 2017-04-09 @ 23:01:49;,19046,EMS: SUBJECT IN PAIN,2017-04-09 23:01:49,JENKINTOWN,WEST AVE & GREENWOOD AVE,1
40.1074003,-75.1132060,THE FAIRWAY  & RYDAL RD;  ABINGTON; Station 382; 2017-04-10 @ 02:13:46;,19046,EMS: FALL VICTIM,2017-04-10 02:13:46,ABINGTON,THE FAIRWAY  & RYDAL RD,1
40.3136137,-75.3230643,CENTRAL AVE & N 2ND ST;  SOUDERTON; Station 339; 2017-04-10 @ 07:08:41;,18964,EMS: DIABETIC EMERGENCY,2017-04-10 07:08:41,SOUDERTON,CENTRAL AVE & N 2ND ST,1
40.2351769,-75.2900842,BROAD ST & WHITES RD; LANSDALE; 2017-04-10 @ 08:24:30;,19446,Traffic: VEHICLE ACCIDENT -,2017-04-10 08:24:30,LANSDALE,BROAD ST & WHITES RD,1
40.1639499,-75.2308053,NORMA RD & MARION AVE;  LOWER GWYNEDD; Station 351; 2017-04-10 @ 09:37:11;,19002,EMS: FALL VICTIM,2017-04-10 09:37:11,LOWER GWYNEDD,NORMA RD & MARION AVE,1
40.1294478,-75.3120097,NEW HOPE ST & SAW MILL CT;  EAST NORRITON; Station 308; 2017-04-10 @ 10:29:23;,19401,EMS: CARDIAC EMERGENCY,2017-04-10 10:29:23,EAST NORRITON,NEW HOPE ST & SAW MILL CT,1
40.1218989,-75.2886415,GERMANTOWN PIKE & WALTON RD;  PLYMOUTH; Station 308; 2017-04-10 @ 11:54:23;,19462,EMS: FALL VICTIM,2017-04-10 11:54:23,PLYMOUTH,GERMANTOWN PIKE & WALTON RD,1
40.0916683,-75.2144953,BETHLEHEM PIKE & BROOKSIDE RD; SPRINGFIELD; 2017-04-10 @ 12:38:09;,19038,Traffic: VEHICLE ACCIDENT -,2017-04-10 12:38:09,SPRINGFIELD,BETHLEHEM PIKE & BROOKSIDE RD,1
40.2905586,-75.2851444,SANDSTONE DR & NORTH PENN RD; HATFIELD TOWNSHIP; 2017-04-10 @ 13:47:20-Station:STA17;,19440,Fire: FIRE ALARM,2017-04-10 13:47:20,HATFIELD TOWNSHIP,SANDSTONE DR & NORTH PENN RD,1
40.2439839,-75.5947327,BROWN ST;  LOWER POTTSGROVE; Station 329; 2017-04-10 @ 14:42:26;,19464,EMS: ALTERED MENTAL STATUS,2017-04-10 14:42:26,LOWER POTTSGROVE,BROWN ST,1
40.0138560,-75.2279595,BELMONT AVE;  LOWER MERION; Station 313; 2017-04-10 @ 15:41:04;,19004,EMS: VEHICLE ACCIDENT,2017-04-10 15:41:04,LOWER MERION,BELMONT AVE,1
40.2518845,-75.6528626,3RD ST & JOHNSON ST; POTTSTOWN; 2017-04-10 @ 16:19:20-Station:STA69;,19464,Fire: VEHICLE ACCIDENT,2017-04-10 16:19:20,POTTSTOWN,3RD ST & JOHNSON ST,1
40.0758023,-75.3528902,S GULPH RD & S HENDERSON RD; UPPER MERION; 2017-04-10 @ 17:09:15;,19406,Traffic: VEHICLE ACCIDENT -,2017-04-10 17:09:15,UPPER MERION,S GULPH RD & S HENDERSON RD,1
40.2354457,-75.2155529,CREEK RD & WOODSTREAM WAY;  MONTGOMERY; Station 345A; 2017-04-10 @ 18:04:23;,19454,EMS: ALTERED MENTAL STATUS,2017-04-10 18:04:23,MONTGOMERY,CREEK RD & WOODSTREAM WAY,1
40.2711481,-75.3746527,BETH ANN DR & FLORENCE DR;  LOWER SALFORD; Station 344; 2017-04-10 @ 19:13:14;,19438,EMS: CARDIAC EMERGENCY,2017-04-10 19:13:14,LOWER SALFORD,BETH ANN DR & FLORENCE DR,1
40.1322580,-75.3823360,TROOPER RD & EGYPT RD; WEST NORRITON; 2017-04-10 @ 21:26:27;,19403,Traffic: VEHICLE ACCIDENT -,2017-04-10 21:26:27,WEST NORRITON,TROOPER RD & EGYPT RD,1
40.1160765,-75.3436490,SWEDE ST & W AIRY ST;  NORRISTOWN; Station 308A; 2017-04-11 @ 00:48:39;,19401,EMS: NAUSEA/VOMITING,2017-04-11 00:48:39,NORRISTOWN,SWEDE ST & W AIRY ST,1
40.0794421,-75.3068746,5TH AVE & WOOD ST;  CONSHOHOCKEN; Station 313A; 2017-04-11 @ 06:11:45;,19428,EMS: SEIZURES,2017-04-11 06:11:45,CONSHOHOCKEN,5TH AVE & WOOD ST,1
40.1635825,-75.1104202,S WARMINSTER RD & LAVINIA RD; UPPER MORELAND; 2017-04-11 @ 07:25:12;,19040,Traffic: VEHICLE ACCIDENT -,2017-04-11 07:25:12,UPPER MORELAND,S WARMINSTER RD & LAVINIA RD,1
40.1855167,-75.2277666,NORRISTOWN RD & N BETHLEHEM PIKE; LOWER GWYNEDD; 2017-04-11 @ 08:21:05;,19002,Traffic: VEHICLE ACCIDENT -,2017-04-11 08:21:05,LOWER GWYNEDD,NORRISTOWN RD & N BETHLEHEM PIKE,1
40.1823738,-75.1049136,YORK RD & VILLAGE PL;  HATBORO; Station 384; 2017-04-11 @ 09:46:15;,19040,EMS: SUBJECT IN PAIN,2017-04-11 09:46:15,HATBORO,YORK RD & VILLAGE PL,1
40.0547077,-75.1248715,OAK LANE RD & CHELTENHAM AVE; CHELTENHAM; 2017-04-11 @ 11:25:35;,19027,Traffic: VEHICLE ACCIDENT -,2017-04-11 11:25:35,CHELTENHAM,OAK LANE RD & CHELTENHAM AVE,1
40.0086800,-75.2107603,PRESIDENTIAL BLVD & E CITY AVE; LOWER MERION; 2017-04-11 @ 12:18:34-Station:STA28;,19004,Fire: FIRE ALARM,2017-04-11 12:18:34,LOWER MERION,PRESIDENTIAL BLVD & E CITY AVE,1
40.1270474,-75.4330200,AUDUBON VILLAGE DR & PAWLINGS RD;  LOWER PROVIDENCE; Station 322A; 2017-04-11 @ 13:14:09;,19403,EMS: SYNCOPAL EPISODE,2017-04-11 13:14:09,LOWER PROVIDENCE,AUDUBON VILLAGE DR & PAWLINGS RD,1
40.2055363,-75.1997836,MCKEAN RD & STONGS LN;  HORSHAM; Station 352; 2017-04-11 @ 14:09:15;,19002,EMS: FALL VICTIM,2017-04-11 14:09:15,HORSHAM,MCKEAN RD & STONGS LN,1
40.0946197,-75.3628559,DEKALB PIKE & N HENDERSON RD; UPPER MERION; 2017-04-11 @ 15:07:47;,19406,Traffic: VEHICLE ACCIDENT -,2017-04-11 15:07:47,UPPER MERION,DEKALB PIKE & N HENDERSON RD,1
40.2440243,-75.6094326,SUNNYBROOK RD & E HIGH ST; LOWER POTTSGROVE; 2017-04-11 @ 16:05:19;,19464,Traffic: VEHICLE ACCIDENT -,2017-04-11 16:05:19,LOWER POTTSGROVE,SUNNYBROOK RD & E HIGH ST,1
40.1145808,-75.1507059,EDGE HILL RD & ARDSLEY AVE;  ABINGTON; Station 383; 2017-04-11 @ 16:36:12;,19038,EMS: RESPIRATORY EMERGENCY,2017-04-11 16:36:12,ABINGTON,EDGE HILL RD & ARDSLEY AVE,1
40.3246615,-75.3274847,MAIN ST & E LINCOLN AVE;  TELFORD; Station 339; 2017-04-11 @ 17:38:35;,18969,EMS: OVERDOSE,2017-04-11 17:38:35,TELFORD,MAIN ST & E LINCOLN AVE,1
40.1759563,-75.4359812,RIDGE PIKE & EVANSBURG RD; LOWER PROVIDENCE; 2017-04-11 @ 18:25:17;,19426,Traffic: DISABLED VEHICLE -,2017-04-11 18:25:17,LOWER PROVIDENCE,RIDGE PIKE & EVANSBURG RD,1
40.1405049,-75.3108737,GERMANTOWN PIKE & HANNAH AVE;  EAST NORRITON; Station 308; 2017-04-11 @ 19:18:43;,19401,EMS: FALL VICTIM,2017-04-11 19:18:43,EAST NORRITON,GERMANTOWN PIKE & HANNAH AVE,1
40.2576508,-75.6622418,ROBINSON ST & TUCKER CT;  POTTSTOWN; Station 329; 2017-04-11 @ 20:49:11;,19464,EMS: RESPIRATORY EMERGENCY,2017-04-11 20:49:11,POTTSTOWN,ROBINSON ST & TUCKER CT,1
40.2563601,-75.6400219,CHARLOTTE ST & NIGHTINGALE ST;  POTTSTOWN; Station 329B; 2017-04-11 @ 22:55:46;,19464,EMS: CVA/STROKE,2017-04-11 22:55:46,POTTSTOWN,CHARLOTTE ST & NIGHTINGALE ST,1
40.1039635,-75.3465606,W 6TH ST;  BRIDGEPORT; Station 317; 2017-04-12 @ 02:20:40;,19405,EMS: ASSAULT VICTIM,2017-04-12 02:20:40,BRIDGEPORT,W 6TH ST,1
40.0249667,-75.2829046,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS; LOWER MERION; 2017-04-12 @ 06:56:37;,,Traffic: VEHICLE ACCIDENT -,2017-04-12 06:56:37,LOWER MERION,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS,1
40.1820935,-75.5145615,CREE SQ & KEOKUK RD;  UPPER PROVIDENCE; Station 325; 2017-04-12 @ 07:56:55;,19468,EMS: NAUSEA/VOMITING,2017-04-12 07:56:55,UPPER PROVIDENCE,CREE SQ & KEOKUK RD,1
39.9883097,-75.2539752,LANCASTER AVE & CITY AVE;  LOWER MERION; Station 313; 2017-04-12 @ 09:55:58;,19151,EMS: ALLERGIC REACTION,2017-04-12 09:55:58,LOWER MERION,LANCASTER AVE & CITY AVE,1
40.0858157,-75.0936493,HUNTINGDON PIKE & SAN DIEGO AVE; ABINGTON; 2017-04-12 @ 11:21:29;,19046,Traffic: VEHICLE ACCIDENT -,2017-04-12 11:21:29,ABINGTON,HUNTINGDON PIKE & SAN DIEGO AVE,1
40.1947722,-75.1566817,PRIVET RD & HORSHAM RD;  HORSHAM; Station 352; 2017-04-12 @ 12:49:18;,19044,EMS: SYNCOPAL EPISODE,2017-04-12 12:49:18,HORSHAM,PRIVET RD & HORSHAM RD,1
40.1478167,-75.1277704,MORELAND RD & LAWNTON RD; ABINGTON; 2017-04-12 @ 14:07:55;,19090,Traffic: VEHICLE ACCIDENT -,2017-04-12 14:07:55,ABINGTON,MORELAND RD & LAWNTON RD,1
40.2489269,-75.6404302,HALE ST & SPRUCE ALY;  POTTSTOWN; Station 329; 2017-04-12 @ 15:05:52;,19464,EMS: FALL VICTIM,2017-04-12 15:05:52,POTTSTOWN,HALE ST & SPRUCE ALY,1
40.2333802,-75.2542761,KNAPP RD & NORTH WALES RD; LANSDALE; 2017-04-12 @ 15:56:25;,19454,Traffic: VEHICLE ACCIDENT -,2017-04-12 15:56:25,LANSDALE,KNAPP RD & NORTH WALES RD,1
40.0926360,-75.3613250,HENDERSON RD & MONROE RD; UPPER MERION; 2017-04-12 @ 17:33:15-Station:STA49;,19406,Fire: WOODS/FIELD FIRE,2017-04-12 17:33:15,UPPER MERION,HENDERSON RD & MONROE RD,1
40.2099555,-75.4643038,CORNWALLIS WAY & BONNIE LN;  PERKIOMEN; Station 324; 2017-04-12 @ 18:35:52;,19426,EMS: CARBON MONOXIDE DETECTOR,2017-04-12 18:35:52,PERKIOMEN,CORNWALLIS WAY & BONNIE LN,1
40.0634661,-75.1357122,WILLOW AVE & OLD YORK RD; CHELTENHAM; 2017-04-12 @ 20:37:01;,19027,Traffic: VEHICLE ACCIDENT -,2017-04-12 20:37:01,CHELTENHAM,WILLOW AVE & OLD YORK RD,1
40.0986836,-75.1421767,HIGHLAND AVE & MT CARMEL AVE;  ABINGTON; Station 383; 2017-04-12 @ 23:29:16;,19038,EMS: UNKNOWN MEDICAL EMERGENCY,2017-04-12 23:29:16,ABINGTON,HIGHLAND AVE & MT CARMEL AVE,1
40.1434769,-75.0687527,PAPER MILL RD & MEADOW LN;  LOWER MORELAND; Station 355; 2017-04-13 @ 02:31:51;,19009,EMS: HEMORRHAGING,2017-04-13 02:31:51,LOWER MORELAND,PAPER MILL RD & MEADOW LN,1
40.1214970,-75.3399048,MAIN ST & RR CROSSING;  NORRISTOWN; Station 308A; 2017-04-13 @ 06:21:09;,,EMS: DIZZINESS,2017-04-13 06:21:09,NORRISTOWN,MAIN ST & RR CROSSING,1
40.1236878,-75.1238862,WAYNE AVE & EDGE HILL RD;  ABINGTON; Station 381; 2017-04-13 @ 08:58:55;,19001,EMS: MEDICAL ALERT ALARM,2017-04-13 08:58:55,ABINGTON,WAYNE AVE & EDGE HILL RD,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2017-04-13 @ 10:25:31;,19403,EMS: FALL VICTIM,2017-04-13 10:25:31,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.0751267,-75.3111047,ELM ST & WOOD ST;  CONSHOHOCKEN; Station 313A; 2017-04-13 @ 11:49:10;,19428,EMS: CARDIAC EMERGENCY,2017-04-13 11:49:10,CONSHOHOCKEN,ELM ST & WOOD ST,1
40.0069232,-75.2926850,CRICKET AVE & W ATHENS AVE; LOWER MERION; 2017-04-13 @ 12:48:39;,19003,Traffic: VEHICLE ACCIDENT -,2017-04-13 12:48:39,LOWER MERION,CRICKET AVE & W ATHENS AVE,1
40.0249667,-75.2829046,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS; LOWER MERION; 2017-04-13 @ 14:10:18;,,Traffic: VEHICLE ACCIDENT -,2017-04-13 14:10:18,LOWER MERION,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS,1
40.2355119,-75.2735510,MAIN ST & HIGHLAND RD; LANSDALE; 2017-04-13 @ 15:47:37;,19446,Traffic: VEHICLE ACCIDENT -,2017-04-13 15:47:37,LANSDALE,MAIN ST & HIGHLAND RD,1
40.2950916,-75.2784652,BETHLEHEM PIKE & MILL RD; HATFIELD TOWNSHIP; 2017-04-13 @ 16:44:52;,19440,Traffic: VEHICLE ACCIDENT -,2017-04-13 16:44:52,HATFIELD TOWNSHIP,BETHLEHEM PIKE & MILL RD,1
40.1723141,-75.4927278,TOWPATH  & RR OVERPASS;  UPPER PROVIDENCE; Station 3A85; 2017-04-13 @ 17:42:51;,,EMS: RESCUE - WATER,2017-04-13 17:42:51,UPPER PROVIDENCE,TOWPATH  & RR OVERPASS,1
40.2388477,-75.6155117,MEDICAL DR & ARMAND HAMMER BLVD;  LOWER POTTSGROVE; Station 329; 2017-04-13 @ 19:14:43;,19464,EMS: NAUSEA/VOMITING,2017-04-13 19:14:43,LOWER POTTSGROVE,MEDICAL DR & ARMAND HAMMER BLVD,1
40.1154014,-75.3374519,MARSHALL ST & ARCH ST;  NORRISTOWN; Station 308A; 2017-04-13 @ 20:08:43;,19401,EMS: CARDIAC EMERGENCY,2017-04-13 20:08:43,NORRISTOWN,MARSHALL ST & ARCH ST,1
40.1610539,-75.2310158,SPRING GARDEN ST & FRANCIS AVE; LOWER GWYNEDD; 2017-04-13 @ 22:09:42;,19002,Traffic: VEHICLE ACCIDENT -,2017-04-13 22:09:42,LOWER GWYNEDD,SPRING GARDEN ST & FRANCIS AVE,1
40.1203536,-75.3549840,STANBRIDGE ST & W AIRY ST;  NORRISTOWN; Station 308A; 2017-04-14 @ 00:15:13;,19401,EMS: RESPIRATORY EMERGENCY,2017-04-14 00:15:13,NORRISTOWN,STANBRIDGE ST & W AIRY ST,1
40.3798369,-75.4804486,6TH ST & RAILROAD ST; UPPER HANOVER; 2017-04-14 @ 05:37:22-Station:STA71;,18076,Fire: CARDIAC ARREST,2017-04-14 05:37:22,UPPER HANOVER,6TH ST & RAILROAD ST,1
39.9985636,-75.2369850,UPLAND RD & OLD LANCASTER RD;  LOWER MERION; Station 313; 2017-04-14 @ 08:05:33;,19066,EMS: MEDICAL ALERT ALARM,2017-04-14 08:05:33,LOWER MERION,UPLAND RD & OLD LANCASTER RD,1
40.2892517,-75.3047801,BERGEY RD & PENN ST; HATFIELD TOWNSHIP; 2017-04-14 @ 10:09:34;,19440,Traffic: VEHICLE ACCIDENT -,2017-04-14 10:09:34,HATFIELD TOWNSHIP,BERGEY RD & PENN ST,1
40.1033767,-75.4124499,VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; Station 317; 2017-04-14 @ 11:02:59;,19406,EMS: UNRESPONSIVE SUBJECT,2017-04-14 11:02:59,UPPER MERION,VALLEY FORGE CIR & OLD VALLEY FORGE RD,1
40.2269880,-75.1644661,COUNTY LINE RD & PARK RD;  HORSHAM; Station 352; 2017-04-14 @ 12:19:09;,18976,EMS: FALL VICTIM,2017-04-14 12:19:09,HORSHAM,COUNTY LINE RD & PARK RD,1
40.0868720,-75.2595577,RIDGE PIKE & CHESTNUT ST; WHITEMARSH; 2017-04-14 @ 13:30:26;,19444,Traffic: ROAD OBSTRUCTION -,2017-04-14 13:30:26,WHITEMARSH,RIDGE PIKE & CHESTNUT ST,1
40.1516869,-75.1343541,WELSH RD & KIMBALL AVE; UPPER DUBLIN; 2017-04-14 @ 14:28:31;,19090,Traffic: VEHICLE ACCIDENT -,2017-04-14 14:28:31,UPPER DUBLIN,WELSH RD & KIMBALL AVE,1
40.1178321,-75.3264003,FORNANCE ST & TREMONT AVE;  NORRISTOWN; Station 308A; 2017-04-14 @ 15:47:40;,19401,EMS: FALL VICTIM,2017-04-14 15:47:40,NORRISTOWN,FORNANCE ST & TREMONT AVE,1
40.1776075,-75.1283564,EASTON RD & HORSHAM RD; HORSHAM; 2017-04-14 @ 16:44:30;,19044,Traffic: VEHICLE ACCIDENT -,2017-04-14 16:44:30,HORSHAM,EASTON RD & HORSHAM RD,1
40.2582531,-75.2482301,BETHLEHEM PIKE & TAYLOR RD;  MONTGOMERY; Station 345; 2017-04-14 @ 17:34:41;,19446,EMS: ALTERED MENTAL STATUS,2017-04-14 17:34:41,MONTGOMERY,BETHLEHEM PIKE & TAYLOR RD,1
40.1422617,-75.3898091,N TROOPER RD & RIDGE PIKE; LOWER PROVIDENCE; 2017-04-14 @ 18:43:41;,19403,Traffic: DISABLED VEHICLE -,2017-04-14 18:43:41,LOWER PROVIDENCE,N TROOPER RD & RIDGE PIKE,1
40.1935521,-75.2603690,DEKALB PIKE & SCHOOL HOUSE LN; LOWER GWYNEDD; 2017-04-14 @ 20:18:23;,19002,Traffic: VEHICLE ACCIDENT -,2017-04-14 20:18:23,LOWER GWYNEDD,DEKALB PIKE & SCHOOL HOUSE LN,1
40.1217339,-75.3250136,CAROLINE DR & HIGH ST;  NORRISTOWN; Station 308A; 2017-04-14 @ 22:14:46;,19401,EMS: UNCONSCIOUS SUBJECT,2017-04-14 22:14:46,NORRISTOWN,CAROLINE DR & HIGH ST,1
40.0156033,-75.3003919,GRAYS LN & W MONTGOMERY AVE;  LOWER MERION; Station 313; 2017-04-14 @ 23:28:23;,19041,EMS: ALTERED MENTAL STATUS,2017-04-14 23:28:23,LOWER MERION,GRAYS LN & W MONTGOMERY AVE,1
40.3139613,-75.3284431,SUMMIT ST & N MAIN ST;  SOUDERTON; Station 339; 2017-04-15 @ 02:55:19;,18964,EMS: DIABETIC EMERGENCY,2017-04-15 02:55:19,SOUDERTON,SUMMIT ST & N MAIN ST,1
40.1532684,-75.1895576,RT309 EXPY & TURNPIKE RAMP UNDERPASS; UPPER DUBLIN; 2017-04-15 @ 06:10:18;,,Traffic: ROAD OBSTRUCTION -,2017-04-15 06:10:18,UPPER DUBLIN,RT309 EXPY & TURNPIKE RAMP UNDERPASS,1
40.1054120,-75.3740171,HAWTHORN RD & CINNAMON HILL RD;  UPPER MERION; Station 317; 2017-04-15 @ 08:34:20;,19406,EMS: CARDIAC EMERGENCY,2017-04-15 08:34:20,UPPER MERION,HAWTHORN RD & CINNAMON HILL RD,1
40.2643987,-75.6569254,HARMONY DR & FORESMAN DR;  POTTSTOWN; Station 329; 2017-04-15 @ 09:56:11;,19464,EMS: FALL VICTIM,2017-04-15 09:56:11,POTTSTOWN,HARMONY DR & FORESMAN DR,1
40.1339977,-75.4494634,BLACK ROCK RD & EGYPT RD; UPPER PROVIDENCE; 2017-04-15 @ 12:10:13;,19426,Traffic: VEHICLE ACCIDENT -,2017-04-15 12:10:13,UPPER PROVIDENCE,BLACK ROCK RD & EGYPT RD,1
40.2950916,-75.2784652,BETHLEHEM PIKE & MILL RD;  HATFIELD TOWNSHIP; Station 345; 2017-04-15 @ 13:14:20;,19440,EMS: UNKNOWN MEDICAL EMERGENCY,2017-04-15 13:14:20,HATFIELD TOWNSHIP,BETHLEHEM PIKE & MILL RD,1
40.0117673,-75.2946732,MONTGOMERY AVE & WOODSIDE RD;  LOWER MERION; Station 313; 2017-04-15 @ 14:42:02;,19041,EMS: RESPIRATORY EMERGENCY,2017-04-15 14:42:02,LOWER MERION,MONTGOMERY AVE & WOODSIDE RD,1
40.0855923,-75.3912204,GULPH RD & KIRK AVE;  UPPER MERION; Station 317; 2017-04-15 @ 16:26:53;,19406,EMS: SYNCOPAL EPISODE,2017-04-15 16:26:53,UPPER MERION,GULPH RD & KIRK AVE,1
40.0001635,-75.2287177,W CITY AVE & BALA AVE; LOWER MERION; 2017-04-15 @ 17:51:38;,19131,Traffic: VEHICLE ACCIDENT -,2017-04-15 17:51:38,LOWER MERION,W CITY AVE & BALA AVE,1
40.1417319,-75.3126075,GERMANTOWN PIKE & DEKALB PIKE;  EAST NORRITON; Station 308; 2017-04-15 @ 19:24:29;,19401,EMS: CARDIAC ARREST,2017-04-15 19:24:29,EAST NORRITON,GERMANTOWN PIKE & DEKALB PIKE,1
40.0889580,-75.4083470,GODDARD BLVD & N GULPH RD;  UPPER MERION; Station 317; 2017-04-15 @ 21:01:10;,19406,EMS: ALLERGIC REACTION,2017-04-15 21:01:10,UPPER MERION,GODDARD BLVD & N GULPH RD,1
40.1523711,-75.0635990,BYBERRY RD & WALSH LN;  LOWER MORELAND; Station 355; 2017-04-15 @ 22:40:12;,19006,EMS: UNKNOWN MEDICAL EMERGENCY,2017-04-15 22:40:12,LOWER MORELAND,BYBERRY RD & WALSH LN,1
40.1739379,-75.4573702,JUNIPER CT & PERKIOMEN BLVD;  UPPER PROVIDENCE; Station 324; 2017-04-16 @ 00:48:51;,19426,EMS: RESPIRATORY EMERGENCY,2017-04-16 00:48:51,UPPER PROVIDENCE,JUNIPER CT & PERKIOMEN BLVD,1
40.2388601,-75.2737708,4TH ST & NELSON AVE;  LANSDALE; Station 345; 2017-04-16 @ 07:16:23;,19446,EMS: RESPIRATORY EMERGENCY,2017-04-16 07:16:23,LANSDALE,4TH ST & NELSON AVE,1
40.0530265,-75.1124390,PARKVIEW RD & IVINETTA RD; CHELTENHAM; 2017-04-16 @ 09:36:23;,19012,Traffic: VEHICLE ACCIDENT -,2017-04-16 09:36:23,CHELTENHAM,PARKVIEW RD & IVINETTA RD,1
40.2643987,-75.6569254,HARMONY DR & FORESMAN DR;  POTTSTOWN; Station 329; 2017-04-16 @ 11:49:06;,19464,EMS: GENERAL WEAKNESS,2017-04-16 11:49:06,POTTSTOWN,HARMONY DR & FORESMAN DR,1
40.2566847,-75.3602407,MAINLAND RD;  LOWER SALFORD; Station 344; 2017-04-16 @ 13:11:23;,19438,EMS: ASSAULT VICTIM,2017-04-16 13:11:23,LOWER SALFORD,MAINLAND RD,1
40.2515230,-75.3295570,EXTENSION PENNSYLVANIA TPKE & KRIEBEL RD OVERPASS; TOWAMENCIN; 2017-04-16 @ 14:40:10-Station:STA33;,,Fire: VEHICLE ACCIDENT,2017-04-16 14:40:10,TOWAMENCIN,EXTENSION PENNSYLVANIA TPKE & KRIEBEL RD OVERPASS,1
40.2020579,-75.2554801,DEKALB PIKE & SUMNEYTOWN PIKE; LOWER GWYNEDD; 2017-04-16 @ 16:16:22;,19002,Traffic: DISABLED VEHICLE -,2017-04-16 16:16:22,LOWER GWYNEDD,DEKALB PIKE & SUMNEYTOWN PIKE,1
40.2615133,-75.6409209,WILLOW ST & DIAMOND ST;  UPPER POTTSGROVE; Station 329B; 2017-04-16 @ 17:26:28;,19464,EMS: CARDIAC EMERGENCY,2017-04-16 17:26:28,UPPER POTTSGROVE,WILLOW ST & DIAMOND ST,1
40.0835022,-75.3662545,W CHURCH RD;  UPPER MERION; Station 317; 2017-04-16 @ 19:16:10;,19406,EMS: VEHICLE ACCIDENT,2017-04-16 19:16:10,UPPER MERION,W CHURCH RD,1
40.1061677,-75.0578741,PINE RD & CLIFFWOOD RD; LOWER MORELAND; 2017-04-16 @ 20:22:21-Station:STA8;,19006,Fire: FIRE ALARM,2017-04-16 20:22:21,LOWER MORELAND,PINE RD & CLIFFWOOD RD,1
40.1292411,-75.1140308,EDGE HILL RD & CHESTER AVE;  ABINGTON; Station 381; 2017-04-16 @ 22:46:14;,19001,EMS: CARDIAC EMERGENCY,2017-04-16 22:46:14,ABINGTON,EDGE HILL RD & CHESTER AVE,1
40.3112135,-75.5996993,HAMPTON CIR & ASH ST;  DOUGLASS; Station 332; 2017-04-17 @ 03:15:29;,19525,EMS: OVERDOSE,2017-04-17 03:15:29,DOUGLASS,HAMPTON CIR & ASH ST,1
40.0205766,-75.3227051,MONDELLA AVE & OLD LANCASTER RD; LOWER MERION; 2017-04-17 @ 07:34:10;,19010,Traffic: VEHICLE ACCIDENT -,2017-04-17 07:34:10,LOWER MERION,MONDELLA AVE & OLD LANCASTER RD,1
40.0194778,-75.2861770,MILL CREEK RD & GRAYS LN; LOWER MERION; 2017-04-17 @ 08:58:06;,19041,Traffic: DISABLED VEHICLE -,2017-04-17 08:58:06,LOWER MERION,MILL CREEK RD & GRAYS LN,1
40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2017-04-17 @ 10:01:57;,19438,EMS: FALL VICTIM,2017-04-17 10:01:57,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,1
40.1286835,-75.1110735,OLD WELSH RD; ABINGTON; 2017-04-17 @ 11:04:15-Station:STA500;,,Fire: GAS-ODOR/LEAK,2017-04-17 11:04:15,ABINGTON,OLD WELSH RD,1
40.1332601,-75.1356808,ST CHARLES PL & PERSHING AVE;  ABINGTON; Station 381; 2017-04-17 @ 12:48:34;,19001,EMS: MEDICAL ALERT ALARM,2017-04-17 12:48:34,ABINGTON,ST CHARLES PL & PERSHING AVE,1
40.2449124,-75.6443631,HIGH ST & S FRANKLIN ST; POTTSTOWN; 2017-04-17 @ 14:02:17-Station:STA69;,19464,Fire: FIRE ALARM,2017-04-17 14:02:17,POTTSTOWN,HIGH ST & S FRANKLIN ST,1
40.0655538,-75.1393575,WILLOW AVE & SCHOOL LN;  CHELTENHAM; Station 358; 2017-04-17 @ 15:33:35;,19027,EMS: SYNCOPAL EPISODE,2017-04-17 15:33:35,CHELTENHAM,WILLOW AVE & SCHOOL LN,1
40.0309502,-75.2631114,CONSHOHOCKEN STATE RD & HOLLOW RD; LOWER MERION; 2017-04-17 @ 16:33:29;,19035,Traffic: DISABLED VEHICLE -,2017-04-17 16:33:29,LOWER MERION,CONSHOHOCKEN STATE RD & HOLLOW RD,1
40.3130706,-75.4346512,BARNDT RD & SUMNEYTOWN PIKE; UPPER SALFORD; 2017-04-17 @ 17:35:19;,18969,Traffic: VEHICLE ACCIDENT -,2017-04-17 17:35:19,UPPER SALFORD,BARNDT RD & SUMNEYTOWN PIKE,1
